sno,b_c_fixed,a_fixed,a_value,b_value,c_value,loss
0,True,True,0,0,0,0.6931471805599453
1,True,False,0.0,0,0,0.6931471805599453
1,False,True,0.0,1.8432835013288509,2.4323229282516876,0.3461855002856155
2,True,False,0.24898639665816955,1.8432835013288509,2.4323229282516876,0.23322528817610402
2,False,True,0.24898639665816955,2.4947425580449165,2.276875126477569,0.11640933548832642
3,True,False,0.37222630290887976,2.4947425580449165,2.276875126477569,0.1006528078312231
3,False,True,0.37222630290887976,3.107739674774116,2.1522899275271166,0.0503085690738599
4,True,False,0.4647340940842007,3.107739674774116,2.1522899275271166,0.04575716723415444
4,False,True,0.4647340940842007,3.717440667869143,2.052543071394425,0.022854181771459797
5,True,False,0.5403761993538518,3.717440667869143,2.052543071394425,0.021370540306791946
5,False,True,0.5403761993538518,4.331273918919697,1.9753251679489283,0.010680166794251517
6,True,False,0.6037754161753639,4.331273918919697,1.9753251679489283,0.010178951554096587
6,False,True,0.6037754161753639,4.951422633881586,1.9191555901477133,0.005089283770394351
7,True,False,0.6573977663101082,4.951422633881586,1.9191555901477133,0.004916197740625239
7,False,True,0.6573977663101082,5.375530927898808,1.8794644731269918,0.0030527454376219525
8,True,False,0.691403128000905,5.375530927898808,1.8794644731269918,0.0030121775928168048
8,False,True,0.691403128000905,5.659647397100406,1.8532297873449302,0.00218866755254877
9,True,False,0.7129185646028268,5.659647397100406,1.8532297873449302,0.002177150079199089
9,False,True,0.7129185646028268,5.873705648742073,1.834925593581524,0.0017126837239745823
10,True,False,0.7282526147926186,5.873705648742073,1.834925593581524,0.0017080194695439123
10,False,True,0.7282526147926186,6.0456303460609995,1.8215292183922214,0.0014094764747817818
11,True,False,0.7399866524321814,6.0456303460609995,1.8215292183922214,0.001407140147345577
11,False,True,0.7399866524321814,6.189394889425195,1.8113647418055383,0.0011988708823513295
12,True,False,0.7494005408456151,6.189394889425195,1.8113647418055383,0.0011975249468756577
12,False,True,0.7494005408456151,6.312995495468052,1.8034387100251168,0.0010438310441339698
13,True,False,0.7572094670243011,6.312995495468052,1.8034387100251168,0.001042976751961764
13,False,True,0.7572094670243011,6.4214376514376825,1.7971267307824703,0.0009248108236566571
14,True,False,0.7638489135533995,6.4214376514376825,1.7971267307824703,0.0009242293133753448
14,False,True,0.7638489135533995,6.518063675979495,1.7920169651482318,0.0008304970898534102
15,True,False,0.7696018591272,6.518063675979495,1.7920169651482318,0.0008300800441280697
15,False,True,0.7696018591272,6.605216912183097,1.7878267336296472,0.0007538792653775535
16,True,False,0.7746617330416848,6.605216912183097,1.7878267336296472,0.0007535679156408167
16,False,True,0.7746617330416848,6.684604285106904,1.7843554671480812,0.0006903776463101138
17,True,False,0.7791661926179757,6.684604285106904,1.7843554671480812,0.0006901377243198985
17,False,True,0.7791661926179757,6.757507961148027,1.7814568287106733,0.0006368719029924272
18,True,False,0.7832164645263673,6.757507961148027,1.7814568287106733,0.0006366822393917428
18,False,True,0.7832164645263673,6.824915706745338,1.7790214850112487,0.0005911616112045738
19,True,False,0.7868890271285285,6.824915706745338,1.7790214850112487,0.0005910084981505971
19,False,True,0.7868890271285285,6.887604761085112,1.7769660668415037,0.000551649912577708
20,True,False,0.7902429872286625,6.887604761085112,1.7769660668415037,0.0005515241207693275
20,False,True,0.7902429872286625,6.946197799551296,1.7752258695481233,0.0005171494769048216
