FTPT,FFPT,FTPF,FFPF
78.36666666666666,21.6,0.03333333333333333,0.0
99.9,0.1,0.0,0.0
68.9,30.766666666666666,0.0,0.3333333333333333
68.9,31.0,0.0,0.1
100.0,0.0,0.0,0.0
68.9,31.066666666666666,0.0,0.03333333333333333
68.83333333333333,31.1,0.06666666666666667,0.0
13.166666666666666,33.766666666666666,1.9,51.166666666666664
90.9,9.1,0.0,0.0
100.0,0.0,0.0,0.0
68.9,30.933333333333334,0.0,0.16666666666666666
100.0,0.0,0.0,0.0
76.7,23.266666666666666,0.03333333333333333,0.0
68.9,30.9,0.0,0.2
68.86666666666666,30.933333333333334,0.03333333333333333,0.16666666666666666
1.8333333333333333,36.96666666666667,0.0,61.2
3.0,36.666666666666664,0.03333333333333333,60.3
22.533333333333335,33.4,0.06666666666666667,44.0
85.23333333333333,14.766666666666667,0.0,0.0
68.7,31.1,0.2,0.0
