FTPT,FFPT,FTPF,FFPF
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
99.96666666666667,0.03333333333333333,0.0,0.0
99.76666666666667,0.23333333333333334,0.0,0.0
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
66.7,33.2,0.06666666666666667,0.03333333333333333
100.0,0.0,0.0,0.0
99.06666666666666,0.9333333333333333,0.0,0.0
100.0,0.0,0.0,0.0
85.8,14.1,0.1,0.0
87.0,12.933333333333334,0.06666666666666667,0.0
97.3,2.7,0.0,0.0
99.9,0.0,0.1,0.0
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
99.96666666666667,0.0,0.03333333333333333,0.0
99.66666666666667,0.3333333333333333,0.0,0.0
100.0,0.0,0.0,0.0
