FTPT,FFPT,FTPF,FFPF
67.83333333333333,32.1,0.06666666666666667,0.0
93.6,6.366666666666666,0.03333333333333333,0.0
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
88.36666666666666,11.566666666666666,0.03333333333333333,0.03333333333333333
100.0,0.0,0.0,0.0
69.8,30.2,0.0,0.0
99.73333333333333,0.1,0.1,0.06666666666666667
99.2,0.8,0.0,0.0
66.13333333333334,33.666666666666664,0.06666666666666667,0.13333333333333333
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
99.96666666666667,0.03333333333333333,0.0,0.0
100.0,0.0,0.0,0.0
98.16666666666667,1.8333333333333333,0.0,0.0
100.0,0.0,0.0,0.0
99.83333333333333,0.16666666666666666,0.0,0.0
85.2,14.766666666666667,0.03333333333333333,0.0
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
