c0,c1,c2,c3,c4,c5,label
-0.13313263161206354,-0.08936942136856939,0.01451298579750123,0.18327866311922195,-0.08921113169005998,-0.11344096354007882,1.0
0.06687037561753317,0.0037539917591509005,-5.358471916815663e-05,-0.00197798719854259,-0.002678805847790929,0.0030034922101832154,1.0
-0.03928565135953951,-0.013241880503303874,0.10046939446281973,0.023236958999137778,-0.06196242262268067,-0.06204403333599583,1.0
-0.1539592723208808,0.8359522907564712,0.09701394135699551,-0.07874958603444762,0.15313817603369756,0.18220006915475281,1.0
-0.785903117195442,-0.055672377410039574,0.08176290723879463,-0.027693051629247768,0.012644944373483855,-0.006705566499569649,1.0
0.07198229271049802,0.18853390558578378,0.017927154937427678,0.00040762223024390994,0.005120279357035081,-0.004616195787219206,1.0
0.7849764786746994,-0.015106358728168004,0.011051691804402877,0.006927388675396993,-0.00016292364534102775,-0.0034713600620418362,1.0
-0.6860340175374068,-0.060839183424542344,-0.04585494535751136,-0.0029892654843388477,-0.00036670209815449495,-0.002286897652870136,1.0
0.34874258229248095,0.5046911643991003,-0.39263521522645906,0.0659056327910128,0.034273951745481354,0.04091302076990122,1.0
-0.48745503782124444,-0.13098041105042021,-0.14183943760369597,0.0007944973495467315,0.000599898025799176,-0.0003894981694326851,1.0
0.04742299621735899,0.8183034857752441,0.219245938793761,-0.2643886630717203,0.15608223028803694,-0.12418677612687182,1.0
-0.022792801872230508,0.3288045686637617,-0.14340058596169594,0.054138684945724505,0.008444625965313717,0.16346557217947522,1.0
-0.35446490827244115,0.7148079938550247,-0.10323799985665381,-0.009355524157444069,0.00694592953002477,-0.04553216873535125,1.0
0.15559479523375067,-0.05142233085516833,-0.060473317491399455,-0.041523941773922594,-0.03515693781909334,0.02615717003050872,1.0
0.353143492395785,0.11618328372903919,-0.21788680069366068,0.5884944039612858,-0.3598619259192813,0.2181917043193382,1.0
-0.0016042915805094381,-0.42591232683645763,0.4692389694495,-0.30459481501793123,0.144401587105483,-0.09366203943787778,1.0
-0.05058336268978286,-0.19331010832162301,0.21048769739255108,0.058095547591376674,0.030760028777343643,0.038898711717668906,1.0
0.0918724074062706,-0.07605941622627733,-0.01700299393978922,-0.03251599235877447,0.027069904372604377,-0.009376799740333184,1.0
0.5097704799626598,0.06621192256074163,0.345670339639945,0.09300543301904905,0.17355239455814253,0.09036564120424892,1.0
-0.4294036498475896,-0.27309492050477036,-0.11032269783141754,0.5984027864894749,0.1897668610166447,0.322422981763351,1.0
-0.00792458911202061,0.055282282470931615,-0.018830070352427005,0.009408343168610557,-0.0017485137549222197,0.0027640861235945107,1.0
-0.46551354689131563,-0.0007614026861349388,0.009658177724206456,0.0508718465723955,-0.0010374251286326714,-0.014470712820897,1.0
-0.7509768330179492,-0.2112663204203263,-0.17544476449148624,-0.33333249654382374,0.018074699120514237,-0.006138648116137457,1.0
0.014276530743440489,-0.011819317112599816,-0.0029216514687092497,0.0023890462111415336,-0.0031940114220281954,0.008425053507836127,1.0
