c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,label
-0.15124662816993914,-0.07675947163228863,0.04097254608546795,0.00033110931994159373,-0.0003115642095284215,-0.0004115315114566624,0.0002157928054832746,-0.00042760802906112086,0.00021342446176253477,1.0889019059601465e-05,2.424751630571877e-05,-8.626001880303129e-06,8.714986960922346e-08,-1.0467839312158409e-07,3.943706495411184e-08,-1.0989788765111866e-08,1.0
-0.7709148709280633,-0.0801694952132604,0.09826162903597031,0.02517896915808797,0.056031231514622554,0.00860308730242816,0.022349238973137717,-0.006278564286230563,-0.0030776638863474143,0.00118770259675283,-0.0007986063179933571,0.001172102186364372,-0.0003617544983806346,0.0002574673261893319,-3.671176408444375e-05,2.3436433678529568e-05,1.0
-0.2410485120121294,0.28826459255310294,-0.0952855055455393,-0.00994969052658443,-0.0007432998286480626,0.0027486211126953033,0.0008157169996958871,0.0015937456441234862,-0.0001478545029319912,0.00011783645209370312,7.487133720278597e-05,0.00010175343747913404,-2.7871519334748513e-05,-1.0566815413845202e-05,1.3983797927802369e-05,1.3505540329866538e-05,1.0
0.1966935744856788,-0.16741512381902277,-0.5548056651505413,0.0916871383003445,-0.0061617398172872755,-0.03554004161562303,0.02701681883663599,-0.0014660572474898277,0.0013112552676428262,-0.0005856021359973627,-0.00016039068734090498,-4.3167169011242395e-05,-5.430036745595302e-05,1.5322022291889004e-05,1.1657016046617945e-05,-3.001670550345103e-05,1.0
0.021815362375012345,0.4441915901364128,0.08202083055503315,0.10887222213937342,0.013605778577769493,0.00355827932451579,-0.012555277459416299,0.0446851236182719,0.0008395788858281811,-0.002684215734437944,-0.0008664875123592096,-0.0008164884731005074,-0.0005640211799381616,-0.0011021409488419414,-0.0012770828292625403,-0.0005121036219454258,1.0
0.5091080917429558,-0.14082738692898905,0.16497765536273595,-0.05160936177837738,0.019886025699546464,-0.007564437673485327,-0.0014823384461581008,-0.001273548946263882,9.840517183311417e-05,4.4818863364753284e-06,0.000246620837392996,-0.0003988843770950829,7.690411808424686e-05,5.32949951782228e-05,-0.00036158403294547824,-3.3083478534254616e-05,1.0
-0.2896135580361673,-0.12396705239186989,-0.030765157447101028,-0.10299494838934362,-0.04635981618698726,0.08913873849483683,-0.02115613390989677,0.048940105535807556,0.009594775649911349,-0.029333544434889888,-0.03661735224438931,0.004472697147260138,-0.007211973889476607,0.005252242918633406,-0.016649901752451263,0.0031570930568188085,1.0
0.4996413502413039,0.6822471125523052,-0.015182481202408078,0.14123828356442703,-0.058822726950176894,-0.02592865142301098,0.02916935425339908,-0.005997288575581637,-0.008054223008332178,-0.00039473728759795867,0.0029299738437460893,-0.00114408012475621,-0.001236081594027671,0.0007556497053840203,0.00029698611273100076,-0.00039343894127666015,1.0
-0.3287452843443208,-0.18088090598845918,0.04538150055071469,-0.4412867519782089,0.09155829640386358,-0.05540665521591383,-0.025539634006287556,0.012611601796752149,0.0017214933243668272,0.006763489772143582,-0.0033962192782498,-0.0019131587832776121,-5.417829706528995e-05,0.00017637058041909435,9.14880471795493e-05,-7.26028807848892e-05,1.0
-0.2314172554141271,-0.14944019946222503,0.027555089146395637,-0.004470133032218372,-0.028409749652145266,-0.010458350207393028,0.002278666997735331,-0.0007850141542089683,0.0012193948812937517,-0.00015168566022428882,-0.00015233140766674372,-1.5808827766293114e-05,-5.578627472540664e-06,-9.861253559854266e-06,1.72561073403038e-06,-2.929502971307495e-06,1.0
