c0,c1,c2,label
-0.3350366978051042,0.07941779743937523,0.02241203005808717,1.0
0.09674498063629279,-0.078554506547029,-0.024687235537697458,1.0
0.38508336479054783,-0.09969736128309718,-0.32072805996165826,1.0
0.029803659322091492,0.13850973705938796,0.4337422021562171,1.0
-0.20876933889142713,-0.858504698653796,0.4305034173644365,1.0
0.094661917009393,-0.00014588679837267035,0.1636092418519663,1.0
0.4104524483680443,-0.004717742543658178,-0.0017835645677457103,1.0
-0.39636534112795885,-0.30649433691477296,-0.5154051352810288,1.0
0.13217081953911464,0.6801054245145846,0.6173035234448921,1.0
-0.7883826501852698,0.23186846554452403,-0.3058752687676245,1.0
0.18576268884113387,-0.48265903435234847,0.1286728885572155,1.0
-0.06942473125184297,-0.08317259559088266,-0.5995088762758636,1.0
0.26955693815756443,0.01918233917198037,0.13878754130322465,1.0
0.17620958917480484,-0.0023851526886961186,0.005880346028347058,1.0
0.0615942096145027,0.02492541533106665,-0.12042598812331669,1.0
-0.2109470549358415,-0.0007129412283208179,0.60152841930148,1.0
0.013192811743836026,0.006855734949767137,-0.15026334401771668,1.0
0.7417875608492898,-0.03623463730771541,0.1753316964693577,1.0
0.5946378361254653,0.26153608601145195,-0.09781485865727398,1.0
0.3556403009499221,-0.7679049330681323,-0.18361877070169402,1.0
0.08220943466051968,0.0733813656374679,0.187412856964951,1.0
0.719672266448108,-0.5845419718267297,0.1590334513142821,1.0
-0.06487044678569727,0.0680292947247431,-0.7722469175786748,1.0
0.6508448608647647,0.48563034637334845,-0.4180578676756119,1.0
-0.6059479661132785,0.14747542524185805,0.6094606426512059,1.0
0.36465011612042053,-0.006323148432580398,-0.6369687592465434,1.0
0.1799805835859963,0.037579374207620364,-0.08307696678986501,1.0
-0.670718222819751,-0.2137593161416462,-0.14686421238274824,1.0
-0.21080678739573147,0.1396889345010136,-0.04290354661722517,1.0
-0.004721039071354395,-0.00012744802390743333,-0.0006960214552131372,1.0
-0.2755478576928831,-0.16654866345149286,0.4316832127429407,1.0
0.030378230272127518,-0.056820915916778486,0.1756168838885093,1.0
0.4973167939234429,0.048886705635793795,-0.059412731041309494,1.0
0.054921924191910325,-0.10802431810746685,0.2966660324963482,1.0
0.526222671375519,-0.08022129807593557,-0.3927222534551837,1.0
0.3637509784981872,0.8277471303054581,0.2801502252488491,1.0
0.1928461739860562,-0.0003191712308432497,-0.03144962585839776,1.0
-0.002276139199388478,0.002844255816911981,-0.015156577317857831,1.0
-0.7281568416657108,0.4483964312885721,-0.43507163530797277,1.0
0.05642787098146965,0.14757893355707566,-0.09563980382319263,1.0
0.5972912256765047,0.06826020605932047,0.3662650174016014,1.0
-0.3714368587159389,-0.36681854663641894,0.35100351233319593,1.0
-0.02505079141519902,0.08368087894336339,-0.06883540175993672,1.0
-0.01336840424212997,-0.05399379855171784,0.8477048892634582,1.0
-0.6238348438786037,-0.39535168189248504,-0.5148082112428172,1.0
0.34647290765701355,0.19572729437576517,0.0760617144294244,1.0
-0.09671624686380938,0.06516252674926018,0.1881246550855651,1.0
0.37786526182658925,-0.28991627307137935,-0.42709429771560475,1.0
0.14809804038476734,-0.1939768018137336,0.3413818603197052,1.0
0.5099478465590866,0.003379329804957701,0.0033346423537101936,1.0
-0.10679378035190594,0.5476790468554236,0.02977667882670199,1.0
0.14644651922092072,0.11542644775197734,0.29662762115874397,1.0
-0.26411287842995435,0.26021555796767815,0.7339650973294473,1.0
0.05400554466602319,-0.20730026583849132,-0.013019717258760305,1.0
0.5041509360710535,0.012827286708818495,0.19423527331769339,1.0
-0.9418235134278309,0.23821837228796544,-0.16165817206579824,1.0
0.24949604305641157,-0.17488451226600635,-0.677781290006835,1.0
0.36229682225479465,-0.005515030005109934,0.05758397958792839,1.0
0.37709818917714405,0.15878236646962532,-0.666329610965245,1.0
-0.3798073741274702,0.4816366275713123,-0.024329472542132528,1.0
0.42451258812486375,0.7951598703285264,0.05711114739046635,1.0
-0.8616392130068108,0.02060294569162999,0.008316531075129563,1.0
0.7571466021438268,-0.19502690389168267,-0.10607848086271812,1.0
-0.07126450806420892,0.1525712367730221,-0.1538144149050888,1.0
0.2682015152786386,-0.22491247294172126,-0.6166337054200322,1.0
0.12150762164937336,0.04218536686333755,0.02789643574326722,1.0
0.8377202524650024,-0.22174648424230078,-0.2073701241803744,1.0
-0.8184777754461257,-0.2701732588349506,-0.16419352154958278,1.0
0.0678101845152938,0.08972874967062103,0.21853158307163414,1.0
-0.16765783810351972,-0.2253595692908797,0.38024821250735436,1.0
0.032477031763782756,-0.05592705005131,0.07790324859226341,1.0
0.7166339794591264,-0.17636422431870089,-0.24602721992366894,1.0
-0.19207856907586085,0.12751341532728303,-0.18337665176345588,1.0
