c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,label
0.48812743521730806,-0.004842442349542959,-0.0033369891345496664,-0.0001020435377673538,-0.00014982177050067472,-0.0001772851697531886,0.0001188354495073678,-3.456193101647882e-05,-1.6115968831394014e-05,-4.973398017991431e-05,-1.311452754188815e-05,7.54664658109347e-05,-9.440593971161578e-06,1.0426062203163628e-05,1.88778708958629e-07,6.311309120276343e-09,1.4740069151561058e-07,2.9067576543242e-07,-1.459811079065927e-08,-1.2892073911287527e-08,-1.3834186847036319e-08,-1.7833414330187086e-08,-2.581433198929803e-09,2.256870914466596e-10,-9.948956856885414e-11,7.245424832594719e-11,1.6821175902141237e-10,1.7630850835057454e-11,8.372667618571749e-12,-2.7687098763035197e-11,-8.504356489493177e-13,-1.2953749411700768e-12,1.0
0.011566692583186614,-0.4654745900715231,0.19590040399416395,-0.1243184426006726,-0.06085220237379588,-0.10425080555263573,-0.04841902413313883,-0.0021091233429349526,-0.006435536801978085,-0.0011637159820034335,0.003237652341249759,-0.010104667190671405,0.0012944260981534023,-0.0015801079240027613,-0.0003129061725223124,0.0025293889968152146,0.0011702044240232874,-0.0007205716611517597,-0.00023048833942118747,-0.0008786676456269388,0.0004695841745055512,-0.0002882116620814357,-4.189331213932702e-05,-3.0080911730781333e-05,1.7649114184313758e-05,3.5627146590819435e-05,4.764536188664158e-05,1.9206975447034597e-05,8.40592116793328e-06,-5.111783888997864e-06,-3.1365592643569793e-06,-1.4476706563548723e-06,1.0
0.41421150517894084,0.12927731681212667,0.04607329575189266,0.49448916954828953,0.1518963942693391,-0.000493828754489234,-0.000548586830259853,-0.0031402723203173668,0.0005814697014299527,-5.8546889522357666e-05,0.00020550032089707707,-6.021191431384688e-05,-8.291741400333254e-06,-3.2445529927395237e-06,4.6943016340831154e-07,-1.193929032250262e-06,-2.0130639168145118e-06,-2.9415282396450625e-07,2.0556614094885357e-07,-2.0008411844401301e-07,-3.9144902589950916e-08,1.6246714838618917e-08,-2.4979783382309197e-08,-1.1335285626627298e-10,-2.8048708927574852e-09,-6.874075406837567e-09,-3.461289530897302e-09,-8.748330031142675e-10,-8.806552634699203e-11,-1.733984993198499e-11,-2.4169774675390003e-12,-5.224847437275652e-12,1.0
-0.03162000006888911,-0.002363533013389904,-0.0022730776262084584,-0.0020386821237101567,0.0008357808787228479,-3.693906896407053e-05,-5.143955999366889e-05,1.7545026993379912e-05,-2.1629710054745375e-06,1.5893985109149983e-05,3.773939796134463e-06,-1.3251265705199808e-05,2.5689647789380676e-06,3.7625732067358893e-06,6.2537617143099895e-06,-2.6975640802054008e-06,-1.049605211038271e-06,6.791687867466435e-07,-6.34148660362958e-08,-2.351970888922124e-08,-3.898334778695856e-09,9.037174231457083e-09,6.6738324871687655e-09,2.3977337516533046e-09,4.132979445804765e-09,3.9210571599464534e-10,-1.8273210792916374e-10,-5.496889282764342e-10,-2.2339986968279966e-11,-9.850268008749797e-11,-1.2270866029158306e-10,-8.108158602093972e-11,1.0
0.09650203172263479,0.25489019848914124,-0.04106226074205423,0.03924666096571339,-0.018990844273574215,0.007506167515596231,0.00660094407426573,0.000147701177997773,-0.000837188694499753,0.0006590153875764274,0.0008224754731142754,-4.454519410033684e-05,7.975404387304e-05,3.598308255949136e-05,-1.1126678028566677e-05,5.764324257807394e-06,3.937248085394778e-06,3.6018046404131177e-06,4.2298299112207406e-07,1.0543593517438413e-06,-6.237583361130022e-08,-3.723336860041904e-07,-4.988189723869963e-07,5.5284471021391144e-08,-1.7297679161516075e-10,1.941632864705679e-09,-1.0349044668639665e-09,1.4275233970554767e-10,-1.742410546451426e-10,-3.814437221056327e-11,2.1145663584381916e-10,-3.727856193197365e-10,1.0
-0.8410805730954409,0.01302338245807461,0.04201330912279271,0.000100317309392493,9.91865877187796e-05,-3.5527020838539045e-05,8.04238430708556e-06,-1.073037098352076e-06,-1.6876479511238667e-07,5.112175054171038e-07,1.4374019275810963e-07,-4.3011976356096073e-07,4.362534619489611e-08,-1.2048615576555244e-07,-1.3806052076302346e-08,6.194584247655834e-08,1.2690626183800822e-08,3.90969615830499e-08,2.3533383398590725e-08,-2.993387669894814e-09,-2.2522203498725563e-09,2.6421728867304806e-09,2.5780115915241557e-09,-1.0033086526030548e-09,-6.945182698000644e-11,2.966058757604874e-11,-7.690915409926707e-12,3.655772265249519e-12,-1.045704802359142e-11,8.024746510044643e-12,5.746302575069736e-13,-2.2563059079149873e-13,1.0
0.08742000716602825,0.16451936872168155,-0.4652853202992024,-0.004277926416217417,0.06246628039427302,0.056420772651847785,-0.006538965262586431,-0.019020319111864692,0.017812909347617614,-0.010025530105132997,-0.0015317350324713201,-0.00011802557677671612,-0.005921444178936328,0.0074989498145659125,6.082635414471189e-05,0.0004435081149120355,-0.001698802322211871,-0.0005547816412926897,0.00038972617622630066,-0.0002541479751563932,-0.0002884412633906362,5.157510472451293e-06,-0.0004477581852520555,-0.00021098054891266707,-0.00024249581437660805,0.00014968655380330714,0.00012535672135590776,-9.54453475998955e-05,0.00011492355498756622,-5.409420741082037e-06,6.430808319640307e-06,1.362532878097227e-05,1.0
-0.07977386029279084,0.014131189723303694,-0.004593413733915271,-0.0026249945751720743,-0.006979087897433092,0.00012495854778908627,0.0026039697035637097,-0.00016590475308657425,0.0006891354442890213,-3.888245787548074e-05,1.7290333120504125e-05,-2.3531820694001018e-06,-8.432738148317706e-06,2.4073797074191426e-06,-1.6432667690201026e-07,-8.465576576890021e-08,2.6957659825266026e-08,2.085755114398944e-08,2.3074822647392323e-08,-2.933550675732886e-08,1.576765581492028e-08,7.634629976134947e-10,-5.440974575912485e-09,1.272669835181511e-09,-9.440512803193225e-10,-9.327447565626805e-10,8.858515187935714e-11,-3.3549213982433206e-11,-1.930977133435955e-11,-1.4473479079247951e-11,-8.223110728883274e-12,1.5007283847067867e-11,1.0
0.3428376784560057,0.1342285393883172,0.08738986341231697,-0.052883285137934014,-0.10373111652353187,-0.040898731346482656,-0.05690313368657834,-0.056524120041241854,0.011039380137789684,-0.006065121299281164,0.007967722452355382,0.0006894230805940845,-3.9576811867552e-05,-1.864351105618797e-05,-4.52931437282476e-06,-6.486804581798314e-06,6.185647622471201e-07,6.405751366068115e-09,-2.6287222192717704e-08,-4.1384646393431224e-09,-1.657083059613488e-09,-1.6170799949566866e-11,2.8060973965466575e-10,-1.5691572815578944e-10,9.228861922109423e-11,3.6211206451805317e-12,-1.5132731660783426e-12,2.8258516742355086e-13,3.3097680167243075e-13,-2.84895110697829e-13,2.151794408155988e-13,1.655092885550368e-12,1.0
-0.17608742607162906,0.04285375191281452,0.01546565329617684,-0.002629502622351451,-0.008146467775688896,0.03159412538531134,0.002436973973952473,-0.017678055938208353,0.0058160977153211176,-0.0015306016524278944,7.742939170781514e-06,-0.00011074708328023209,-0.00014852338295595215,1.6650205647482348e-05,-2.085819104694086e-05,-6.7298837341732515e-06,3.1427495814716645e-06,-2.5644479455980808e-06,-2.529081101865977e-06,-3.0303969920153943e-07,-6.950614549040125e-08,-6.954858517795324e-08,-2.933669295409134e-08,-3.425046282624887e-08,1.778569048890247e-09,-6.54096316713181e-11,6.133211758700764e-10,1.5080320294014397e-09,-7.65753302518732e-11,-3.0404494087949513e-10,1.0703210435983159e-11,-1.250420266135049e-11,1.0
0.5868649961067733,-0.38899303624238496,-0.08448060895085457,-0.016600191146681816,0.022699295452635285,-0.017060621157144854,0.0322863701489879,-0.00902940425902354,-0.03658290454330768,0.005483314960296803,0.021021268553803495,0.003694232791227878,-0.002121764039388341,0.001138057260454481,0.00028500211247987537,-0.0003648716340436645,-0.0001712224569209406,6.787505427647783e-05,-0.00021804234207815817,0.00016042704203209657,-0.00020016917705171144,-1.8596050564832834e-06,-1.092244312143014e-05,9.298364294831693e-05,3.3429971050935815e-05,5.419252330148252e-06,-6.981571638008387e-07,-1.6522745933714765e-07,3.5835678668255654e-07,-7.643862456468331e-07,-3.655580367647585e-07,3.7791936274677114e-07,1.0
