c0,c1,c2,c3,c4,c5,label
0.886369384749675,0.05010449430063839,-0.1047613252339585,0.14948772348776948,0.03433774208754756,-0.014920432310513577,1.0
0.33211035797723526,0.2111420770121337,0.5307217365403896,0.49481520010349533,-0.13438331799190326,0.35018493546249063,1.0
0.11871909969378812,0.05010358709740483,-0.0174892984692858,-0.0013653555956216477,0.001725041322329131,-0.0004521484000166686,1.0
0.2033971111619144,-0.11665845408890466,0.0008976788928281837,-0.0033877339666143333,0.0008948723717424554,-0.0023213606276059366,1.0
-0.08121121868522058,-0.030554898980076486,-0.001255749210798057,0.022453730257391127,0.0012896736296853862,-0.025763170161522936,1.0
0.4421531395187188,0.24214140627874117,-0.3016891241531616,-0.31891258110661463,-0.33143865895367614,0.1521310025852114,1.0
0.34993471495139067,0.09210942652833862,0.011889107013586487,0.038283555056962175,0.07480844503700249,-0.017469923818165374,1.0
0.03885006254871079,0.017972269216858,0.05578478904828641,-0.057093696938878086,-0.028051366167241534,-0.002675950886629001,1.0
0.047762670768681556,0.0876855674614374,0.0911826755005198,0.006895285723389454,-0.04133286903808175,0.02075752509180763,1.0
0.1487765566534473,0.00996918117151622,0.016024216740228883,-0.08586628674016372,-0.0032472936157306423,-0.0032456655033539557,1.0
-0.007386232166404629,0.00574738229214517,-0.016875505469843878,0.006059657252357026,-0.002605256020698222,-0.001383816523518504,1.0
-0.03459526256194275,-0.007183858692172438,0.02022382548024035,-0.00541350408419685,-0.00853008001273251,0.006282432741740493,1.0
-0.10358284263711734,0.24409031015284158,-0.3465217626615318,0.23435731535405754,-0.07160521392874096,0.34709836105869163,1.0
0.7754638847761691,-0.28100756026246,-0.03346544246430366,0.30007792090708213,-0.018026163987475672,-0.1562416048607865,1.0
0.24586359953298825,-0.42311321947418973,0.015959798814391444,0.0007724134027616434,-0.00044605794633808973,-0.0002534574293107323,1.0
0.468992773821458,-0.14067457679477308,-0.02906448650786119,0.011347822805863649,-0.05229993372025581,-0.00740931704931083,1.0
0.1792689510902381,-0.024869033073857277,-0.3505414561565553,0.25310047046421824,0.13543367408919146,-0.21151196900621796,1.0
-0.3075117759452174,-0.2995812630770347,0.32697151302159994,-0.27928674258583625,-0.31174302251805003,0.10915765820863568,1.0
-0.4835459214203849,0.7516066218315335,-0.05503214707715835,-0.01323859906427918,0.0019173143947574672,-0.0016286012882716038,1.0
-0.9466144457819055,-0.10677927771831723,-0.1055261431374079,0.0920529387816218,0.23385422555861837,-0.02010675228845952,1.0
-0.16760491053415025,0.050712828232986194,-0.11940812620103818,-0.03242282018830211,-0.025258237417617017,0.07549485164303257,1.0
-0.06618424396075409,-0.006341867197972822,0.003061402052505128,-3.906300733296085e-05,2.204439319338436e-05,-2.9754143398139452e-06,1.0
-0.6443783535643881,0.03782636583685782,0.06539293027842068,0.017620117602468725,-0.013222620380952727,-0.004506191527150156,1.0
-0.3399367438086082,-0.04983808196496483,0.03702128802590826,-0.047590790245245984,8.224959667559253e-05,-2.316559756867539e-05,1.0
-0.6686754853866179,0.0629973548146142,0.01856326937279606,0.03259132928122002,0.0045056549273605724,0.00011943871312665845,1.0
-0.2972581219865783,-0.3700337345272655,0.10549462910118879,0.0012867072884107124,-0.00023180128460081786,-0.00018402107323462255,1.0
0.3774142928151517,0.22932441549410088,-0.2451627679441432,0.2415127641724509,-0.1644767328856729,0.1473572148057112,1.0
0.17181676460213602,0.0009123532367513623,-0.013843613286076435,0.010074235182392408,0.029605924752389347,0.008401432736550678,1.0
-0.4075238278926302,0.09118570786054223,-0.1855702627580113,0.013098867553951583,-0.043468534734962934,0.01988306648952352,1.0
-0.48926821066099496,0.0004899053700025706,0.0015074218602726182,0.0014470326390896746,0.000651621068533821,0.0008450695101245615,1.0
-0.26787094960441804,-0.015881650059898368,-0.003300605467413515,-0.0009188987322270043,0.00010370889279761653,0.00023027104646704827,1.0
0.432781967436518,0.0008697719855197178,0.0012081695481969375,5.9600258783412205e-05,2.207210274314588e-06,-3.466179763251537e-06,1.0
-0.29287274594819845,0.21129074811663834,0.35403934438401335,-0.177961251586142,0.03028178015708106,0.160892067621846,1.0
-0.42493426657318334,0.3255754648066815,0.4456220801024616,0.06634865191357385,0.39625727751546075,-0.17185259866367072,1.0
0.0011659763385533147,-0.000311351710480717,0.001980114899983292,-0.0005082655672185184,-0.00016477413230859902,-0.00020105695221247144,1.0
0.6912215664066931,0.4259959004553812,0.38172508588756804,-0.021596492961098675,-0.010736813705015742,-0.01154087965693915,1.0
-0.8342628251538974,0.22674275774646285,0.005358341914594307,0.011697735782245396,-0.00012958769921491304,0.0011251063128485492,1.0
0.09295889707206213,0.08215693305361822,0.006711005055354097,-0.00837423007682791,-0.0010642134768900932,-0.0003199866274104034,1.0
-0.2570048062168621,0.7025489404830683,0.060022218436804456,0.02649481652182199,0.000501273887382338,-0.0006543731803595617,1.0
0.11116543839180194,-0.0058378164901589655,-0.0013224832617245086,-0.0006717027513980414,-0.006384748123444131,-4.541382178107435e-05,1.0
-0.03961002351721089,-0.15870337457105307,0.0890155387637371,-0.08485754001381646,0.0037508580207278367,-0.0023602179029582533,1.0
0.26318069724753224,-0.026013471373701493,-0.23485113661057352,0.02238870151288614,0.008112657121584647,-0.1592197327621998,1.0
0.30751125233905685,0.2684429152746388,-0.4924035060548632,0.03261482835228561,0.05390212472588673,0.034004688809773406,1.0
-0.10897585451999736,0.4414583375696596,-0.0200898045366914,0.0992066873302483,0.02278482313843267,-0.028662880152742747,1.0
0.2833528828409354,0.04816500538873085,-0.0035826528435781726,-0.029161204763097356,0.08194624358795861,0.006185648509347019,1.0
0.022030116779022786,-0.0893664434692795,-0.12384725818722593,0.11276691208683058,-0.00115758887944529,0.013544443350777835,1.0
0.4197327157348117,0.3596439244498275,0.07455425215249314,-0.01156922075804505,0.0035923811136753594,-0.01112275287396178,1.0
0.25595223346924423,-0.0619260077517021,0.050586550126426384,-0.031475518676481025,-0.020389250683702342,-0.047651010750499045,1.0
0.3799679649155858,-0.28748222613452773,0.07292604421360387,0.1674244233907386,0.034633831400833794,0.022796073731586715,1.0
-0.5914506197317942,-0.5542720990018275,-0.1742462675622266,-0.010324442693735785,0.009270754762036164,0.003190428543893331,1.0
0.02846287065882481,0.16506167794212423,-0.10467401128138464,-0.1816885301598948,-0.05387169803523696,-0.07452808387040655,1.0
0.04004878175544039,0.09334217641744305,0.10926265366866231,0.002086978076175285,0.01336898426479768,-0.003763356544664458,1.0
-0.13616869429306813,0.021584582016565847,-0.053731697054363634,0.025225724288011973,-0.011495528148534547,0.0063384194072468045,1.0
-0.09644628244998807,-0.41717489019886317,0.007369578272373373,0.002891644093289798,0.0012400640315909186,-0.00033080979814161784,1.0
0.2739765895327434,0.0994835971939298,0.06503651548721626,0.009195526243113468,-0.036983106169271675,0.03393580204766011,1.0
-0.18965135081578355,-0.032319117220293084,-0.04625459634096693,-0.0001784807339295007,-0.010103524564577632,0.007136895694777641,1.0
0.8292407327124394,0.2641705519733719,-0.0337590113182937,-0.0011278275251026264,-5.371903480626839e-05,-0.01237429974669584,1.0
