FTPT,FFPT,FTPF,FFPF
100.0,0.0,0.0,0.0
99.76666666666667,0.23333333333333334,0.0,0.0
87.76666666666667,12.233333333333333,0.0,0.0
68.9,30.8,0.0,0.3
77.3,22.7,0.0,0.0
96.23333333333333,3.7333333333333334,0.03333333333333333,0.0
77.56666666666666,22.433333333333334,0.0,0.0
100.0,0.0,0.0,0.0
99.46666666666667,0.5333333333333333,0.0,0.0
99.1,0.9,0.0,0.0
68.9,30.866666666666667,0.0,0.23333333333333334
70.53333333333333,29.4,0.06666666666666667,0.0
96.7,3.2333333333333334,0.06666666666666667,0.0
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
68.9,30.8,0.0,0.3
90.73333333333333,9.2,0.06666666666666667,0.0
100.0,0.0,0.0,0.0
