FTPT,FFPT,FTPF,FFPF
68.83333333333333,30.8,0.06666666666666667,0.3
0.1,41.166666666666664,1.7666666666666666,56.96666666666667
32.36666666666667,35.3,1.8333333333333333,30.5
2.433333333333333,36.53333333333333,0.0,61.03333333333333
71.03333333333333,28.833333333333332,0.06666666666666667,0.06666666666666667
71.03333333333333,28.833333333333332,0.06666666666666667,0.06666666666666667
82.26666666666667,17.7,0.03333333333333333,0.0
71.03333333333333,28.833333333333332,0.06666666666666667,0.06666666666666667
93.06666666666666,6.9,0.03333333333333333,0.0
0.03333333333333333,41.1,2.1,56.766666666666666
71.0,28.866666666666667,0.1,0.03333333333333333
81.13333333333334,18.766666666666666,0.1,0.0
100.0,0.0,0.0,0.0
71.06666666666666,28.9,0.0,0.03333333333333333
32.9,33.4,2.8666666666666667,30.833333333333332
71.0,28.9,0.1,0.0
76.2,23.666666666666668,0.13333333333333333,0.0
6.633333333333334,44.53333333333333,9.2,39.63333333333333
68.9,30.9,0.0,0.2
70.96666666666667,28.833333333333332,0.13333333333333333,0.06666666666666667
