c0,c1,c2,c3,c4,c5,c6,c7,label
0.033558081090202474,-0.3804656225481249,-0.4429348981828097,0.19696911813684098,-0.12003925439973774,-0.1678388700811418,0.25904389825062224,-1.1707863991168466,0.0
0.19059378754095246,-0.3374942418925037,-1.342381389867538,0.1705377418739895,-0.7457925173930121,-0.39938428194634984,0.24185379790418599,0.6627998505365905,0.0
-0.81442413653303,0.2590783275261654,0.02881455894072363,0.6442305167839955,-0.0416149879795444,-0.6322930458446254,-0.04284507261549905,-0.5463014731071965,0.0
-0.824469308458346,-0.5315493040351671,-0.35715355600000875,-0.3260483514624559,-0.04544990387664802,0.7214643062673968,0.3322488079698537,0.07865338419398298,0.0
-0.16960757461685255,0.5723076972344988,-0.24400791719583878,0.35048571411406326,-0.12983687840585698,0.6335666378918013,-0.2369674477457976,-0.666967925277141,0.0
0.8524451620170377,0.35679771016613526,-0.45909398996752326,-0.30074443654340405,-0.7330491393830255,-0.07121757181902273,-0.7807401103275555,0.023518700455318398,0.0
-0.5165753731562329,-0.48098116598415674,0.005091907372867548,-0.8909547796316685,0.010496924674435713,0.12620079874283258,-0.5300276503345723,0.5053600739655791,0.0
-0.11704712923308186,-0.017098968533174566,0.10034807869487888,0.43248716991070707,-0.044140909548860366,0.0939013461117478,-0.3887586099189899,1.2212510652836137,0.0
0.35784088362677247,0.20945221803320982,0.24163897734402906,-0.29103528849251986,0.8837655781900509,-0.5670160131651515,-0.22378137120410646,0.2485870451713808,0.0
-1.2628058650104035,-0.512440846247104,0.006992606586563559,-0.0030172929421824262,0.26160063973385045,0.05677465855855255,0.15441088744659395,-0.029432194392694743,0.0
-0.36561920486143734,0.9002179709656505,0.3797830903714068,0.8645831759116479,0.24558653149059134,1.2459744822855443,0.06946269420118202,-0.3714936138772722,0.0
0.25136553749951235,-0.43661713668018753,0.4099643482101059,-0.5779405247061212,0.03612587563993252,-1.1426982252740998,-0.7076894109163249,0.5837238140840224,0.0
-0.37283350491553835,-0.225095411950021,0.8868132203263454,0.5029703337475433,0.19251302840462775,-0.10922720601338116,-0.5644802162701007,0.36342555792642095,0.0
-0.0489085364297659,0.975032459791672,-0.29738256205477864,0.2528795456477977,-0.3385621445431941,-0.09995958227566551,-0.6852682693551815,1.0240180347955585,0.0
0.1944763199335305,-0.8514104723784347,-0.0015022457776723117,0.4805048993103764,0.3335469798505431,-0.677825120053791,-0.2754895615515851,-0.1805307870148558,0.0
0.37662800971395166,0.662784236977352,-0.21914033284533171,0.09632240412802355,0.10089501242681473,-0.01654474185020444,-1.259249883879621,0.4803236862311864,0.0
0.5365646428730887,0.02698147498316196,-0.7111285095185224,0.6822347022285159,-0.18094770800977947,0.150678854842351,-0.4263939992695668,0.49689734413077913,0.0
0.2885974236595407,-0.7087172521212949,-0.20448475276946865,-0.3333404791544993,-0.5247133158053676,-0.08832805546123114,0.28962250241972165,-1.2738873904225692,0.0
1.0558882592177563,-0.23378353803983795,0.22867479185648343,-0.6439603383627684,-0.11931384739751193,0.08763748511997657,0.6900019716130935,0.04595812319123731,0.0
0.10245123061902088,-0.11731595256685877,0.864714705087936,-0.6821944066572454,0.015573668772061441,0.2227833592448882,-0.22922046895473858,-0.3892144041052007,0.0
0.34694915228128914,0.937865484778603,0.21227334447271246,-0.15181450387813852,0.7756954977370634,-0.06053652036384086,-0.09988186633010611,-0.6634838783836029,0.0
-0.24415676240349954,0.24502765159279527,0.43837393700446525,-0.12699495795827134,-0.47386122691898463,-0.4311117505604768,1.0846718081675373,-0.1952561568335554,0.0
0.659829741552455,0.8126630651301548,0.17587083588048713,0.21677382877177204,0.8890461115180721,0.8627005483746455,-0.14650199769679567,0.8166840468007179,0.0
-0.07870356341630937,0.48929112603312436,0.260064083289611,0.361443953373663,0.3373520750030963,0.6869438505959082,1.0975842568203393,-0.07613621496894551,0.0
0.6343038959882565,1.2307177757717829,-0.2118673684167194,-0.8780956464769138,0.8852722482014121,-0.06048521166250067,-0.16389358703926543,0.5082820285848795,0.0
0.6270098508719957,0.003174255699326507,0.36509392526427353,-0.022273006208268133,-0.6019023609549485,-1.0819030050339375,-0.0511101354381484,0.5386083517912598,0.0
0.13850846412573106,0.43597584192039474,0.011259966585765781,0.9014666016237509,0.25489629930045177,-0.6033026777110173,1.1106099152196962,0.45833707114486655,0.0
-0.10472922093970256,0.36554833861320085,-0.5280759442917649,1.3303131650543782,0.2346587511761684,0.12778256027545468,-0.5686989142617559,0.05283274393422474,0.0
0.09869392001157296,0.40455536177452517,0.7799771762533576,-0.4558293350067202,0.9639106311707163,0.5373703948259752,0.7473835826839059,0.2176767241428361,0.0
1.0177067140032312,0.064669026971172,0.2637431815761324,-1.077684240067154,-0.5845104763567333,-0.4385514588191466,0.2011640501257139,0.8152015912643995,0.0
0.07058341647697049,0.6656355916188724,-0.739502032655119,0.08096961836028091,0.5142287911722443,-0.20575592867808826,0.4145541401233117,0.7536719152666761,0.0
0.8421178835900597,-0.4447836545022892,-0.4871254989475256,0.012950529132320721,0.12676797651547084,0.48554095823411036,-0.4991545084699033,-1.0768182738829692,0.0
-0.5272258893306241,-0.14659916642305737,-0.6330465935261583,0.8632028711113514,-1.210398887052247,-0.09600073938888731,-0.15811535758748665,0.07196559652148016,0.0
-0.6801523270858776,0.5037773790322307,-0.2930746136681516,0.0084343018146383,0.3593257891143077,-0.7142210836723328,0.1328537734027414,0.6532568843654851,0.0
0.7175372834607165,-0.3104864021626642,0.13671554147712678,0.9023513426881102,-0.13904057971065664,-0.21018664173540058,-0.03532515062812215,-0.2006690556269584,0.0
-0.4789627695122085,-0.2145564912413127,-0.048030883489282965,-0.27965092381661566,-0.7088678225778715,0.23073133381473304,0.6713047227274725,-0.9818078839993325,0.0
1.306562813399859,-0.045708532067684805,-0.5117250461465896,0.4909004344763007,0.37444949608085953,0.24758143359882104,0.040975706758323786,0.461526655846601,0.0
