FTPT,FFPT,FTPF,FFPF
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
68.86666666666666,31.033333333333335,0.0,0.1
68.9,31.0,0.0,0.1
30.5,25.8,0.0,43.7
71.1,28.9,0.0,0.0
100.0,0.0,0.0,0.0
77.46666666666667,22.533333333333335,0.0,0.0
68.9,31.1,0.0,0.0
68.83333333333333,31.066666666666666,0.06666666666666667,0.03333333333333333
68.9,31.1,0.0,0.0
76.73333333333333,23.266666666666666,0.0,0.0
68.86666666666666,31.1,0.03333333333333333,0.0
68.83333333333333,31.1,0.03333333333333333,0.03333333333333333
68.86666666666666,31.066666666666666,0.03333333333333333,0.03333333333333333
68.9,30.866666666666667,0.0,0.23333333333333334
100.0,0.0,0.0,0.0
70.26666666666667,29.733333333333334,0.0,0.0
99.13333333333334,0.8333333333333334,0.03333333333333333,0.0
71.13333333333334,28.866666666666667,0.0,0.0
