sno,b_c_fixed,a_fixed,a_value,b_value,c_value,loss
0,True,True,0.0,0.0,0.0,0.6931471824645996
1,True,False,0.0,0.0,0.0,0.6931471824645996
1,False,True,0.0,1.8432838916778564,-2.4323232173919678,0.34618550539016724
2,True,False,-0.24898631870746613,1.8432838916778564,-2.4323232173919678,0.23322522640228271
2,False,True,-0.24898631870746613,2.4947428703308105,-2.2768752574920654,0.11640934646129608
3,True,False,-0.37222617864608765,2.4947428703308105,-2.2768752574920654,0.10065274499356747
3,False,True,-0.37222617864608765,3.107740640640259,-2.1522908210754395,0.050308529287576675
4,True,False,-0.4647338390350342,3.107740640640259,-2.1522908210754395,0.045757087878882885
4,False,True,-0.4647338390350342,3.7174408435821533,-2.0525434017181396,0.022854197770357132
5,True,False,-0.5403754711151123,3.7174408435821533,-2.0525434017181396,0.021370491478592157
5,False,True,-0.5403754711151123,4.331271648406982,-1.9753262996673584,0.010680212639272213
6,True,False,-0.6037736535072327,4.331271648406982,-1.9753262996673584,0.010178989265114069
6,False,True,-0.6037736535072327,4.9514241218566895,-1.919158935546875,0.005089291371405125
7,True,False,-0.6573957800865173,4.9514241218566895,-1.919158935546875,0.004916167818009853
7,False,True,-0.6573957800865173,5.375527381896973,-1.8794687986373901,0.0030528083443641663
8,True,False,-0.6914020776748657,5.375527381896973,-1.8794687986373901,0.0030121835879981518
8,False,True,-0.6914020776748657,5.6596455574035645,-1.853232979774475,0.0021886674221605062
9,True,False,-0.7129178643226624,5.6596455574035645,-1.853232979774475,0.0021771781030111015
9,False,True,-0.7129178643226624,5.8737030029296875,-1.834928274154663,0.0017127197934314609
10,True,False,-0.7282519936561584,5.8737030029296875,-1.834928274154663,0.0017080488614737988
10,False,True,-0.7282519936561584,6.045629024505615,-1.821532130241394,0.0014094834914430976
11,True,False,-0.7399859428405762,6.045629024505615,-1.821532130241394,0.0014071036130189896
11,False,True,-0.7399859428405762,6.18939208984375,-1.8113677501678467,0.0011988930637016892
12,True,False,-0.7493996620178223,6.18939208984375,-1.8113677501678467,0.0011975245433859527
12,False,True,-0.7493996620178223,6.312991619110107,-1.8034418821334839,0.0010438358876854181
13,True,False,-0.7572087645530701,6.312991619110107,-1.8034418821334839,0.0010429730755276978
13,False,True,-0.7572087645530701,6.421433925628662,-1.79712975025177,0.0009248070418834686
14,True,False,-0.7638482451438904,6.421433925628662,-1.79712975025177,0.0009242416708730161
14,False,True,-0.7638482451438904,6.518062114715576,-1.7920204401016235,0.0008305188966915011
15,True,False,-0.7696011662483215,6.518062114715576,-1.7920204401016235,0.0008301022462546825
15,False,True,-0.7696011662483215,6.605214595794678,-1.78783118724823,0.0007538660429418087
16,True,False,-0.7746610641479492,6.605214595794678,-1.78783118724823,0.0007535683980677277
16,False,True,-0.7746610641479492,6.684598922729492,-1.7843598127365112,0.000690341112203896
17,True,False,-0.7791652083396912,6.684598922729492,-1.7843598127365112,0.0006901029264554381
17,False,True,-0.7791652083396912,6.757503509521484,-1.7814608812332153,0.0006368998438119888
18,True,False,-0.7832155227661133,6.757503509521484,-1.7814608812332153,0.0006366913439705968
18,False,True,-0.7832155227661133,6.824911594390869,-1.7790266275405884,0.0005911549087613821
19,True,False,-0.7868878841400146,6.824911594390869,-1.7790266275405884,0.0005910358449909836
19,False,True,-0.7868878841400146,6.88759708404541,-1.7769705057144165,0.0005517038516700268
20,True,False,-0.7902417182922363,6.88759708404541,-1.7769705057144165,0.0005514952354133129
20,False,True,-0.7902417182922363,6.946190357208252,-1.7752290964126587,0.0005171146476641297
