sno,b_c_fixed,a_fixed,a_value,b_value,c_value,loss
0,True,True,0.0,0.0,0.0,0.6931471824645996
1,True,False,0.0,0.0,0.0,0.6931471824645996
1,False,True,0.0,1.8432838916778564,2.432323455810547,0.3461853861808777
2,True,False,0.24898630380630493,1.8432838916778564,2.432323455810547,0.2332252934575081
2,False,True,0.24898630380630493,2.4947428703308105,2.2768754959106445,0.11640934646129608
3,True,False,0.37222611904144287,2.4947428703308105,2.2768754959106445,0.10065281577408314
3,False,True,0.37222611904144287,3.107740640640259,2.1522910594940186,0.050308529287576675
4,True,False,0.4647338390350342,3.107740640640259,2.1522910594940186,0.04575711768120527
4,False,True,0.4647338390350342,3.7174408435821533,2.0525436401367188,0.022854197770357132
5,True,False,0.5403753519058228,3.7174408435821533,2.0525436401367188,0.021370552014559507
5,False,True,0.5403753519058228,4.331272125244141,1.9753265380859375,0.01068018190562725
6,True,False,0.6037735342979431,4.331272125244141,1.9753265380859375,0.010178989265114069
6,False,True,0.6037735342979431,4.9514241218566895,1.9191592931747437,0.005089291371405125
7,True,False,0.6573957204818726,4.9514241218566895,1.9191592931747437,0.004916197853162885
7,False,True,0.6573957204818726,5.375527381896973,1.8794691562652588,0.0030527785420417786
8,True,False,0.6914020776748657,5.375527381896973,1.8794691562652588,0.0030122133903205395
8,False,True,0.6914020776748657,5.6596455574035645,1.8532330989837646,0.0021886674221605062
9,True,False,0.7129178047180176,5.6596455574035645,1.8532330989837646,0.0021771779865957797
9,False,True,0.7129178047180176,5.8737030029296875,1.8349283933639526,0.0017126599559560418
10,True,False,0.7282519340515137,5.8737030029296875,1.8349283933639526,0.001708019059151411
10,False,True,0.7282519340515137,6.045629024505615,1.8215323686599731,0.0014094836078584194
11,True,False,0.7399859428405762,6.045629024505615,1.8215323686599731,0.0014071036130189896
11,False,True,0.7399859428405762,6.18939208984375,1.8113679885864258,0.001198833342641592
12,True,False,0.7493996620178223,6.18939208984375,1.8113679885864258,0.0011975245433859527
12,False,True,0.7493996620178223,6.312991619110107,1.803442120552063,0.0010438658064231277
13,True,False,0.7572087645530701,6.312991619110107,1.803442120552063,0.0010429730755276978
13,False,True,0.7572087645530701,6.421433925628662,1.7971298694610596,0.0009248070418834686
14,True,False,0.7638482451438904,6.421433925628662,1.7971298694610596,0.0009242416999768466
14,False,True,0.7638482451438904,6.518062114715576,1.792020559310913,0.000830518954899162
15,True,False,0.7696011066436768,6.518062114715576,1.792020559310913,0.0008301022171508521
15,False,True,0.7696011066436768,6.605214595794678,1.7878313064575195,0.0007538958452641964
16,True,False,0.7746609449386597,6.605214595794678,1.7878313064575195,0.0007535982294939458
16,False,True,0.7746609449386597,6.684598922729492,1.7843599319458008,0.0006903709145262837
17,True,False,0.7791652083396912,6.684598922729492,1.7843599319458008,0.0006901327869854867
17,False,True,0.7791652083396912,6.757503509521484,1.7814610004425049,0.0006368998438119888
18,True,False,0.7832154631614685,6.757503509521484,1.7814610004425049,0.0006366913439705968
18,False,True,0.7832154631614685,6.824911594390869,1.779026746749878,0.0005911549087613821
19,True,False,0.7868878245353699,6.824911594390869,1.779026746749878,0.0005910358158871531
19,False,True,0.7868878245353699,6.88759708404541,1.776970624923706,0.0005516441888175905
20,True,False,0.7902416586875916,6.88759708404541,1.776970624923706,0.0005514952645171434
20,False,True,0.7902416586875916,6.946190357208252,1.7752292156219482,0.0005171444499865174
