FTPT,FFPT,FTPF,FFPF
73.96666666666667,25.866666666666667,0.13333333333333333,0.03333333333333333
68.36666666666666,31.433333333333334,0.16666666666666666,0.03333333333333333
89.96666666666667,9.833333333333334,0.13333333333333333,0.06666666666666667
75.93333333333334,23.866666666666667,0.16666666666666666,0.03333333333333333
75.33333333333333,24.433333333333334,0.16666666666666666,0.06666666666666667
74.93333333333334,24.966666666666665,0.1,0.0
78.5,21.3,0.16666666666666666,0.03333333333333333
73.66666666666667,26.1,0.2,0.03333333333333333
60.86666666666667,38.9,0.2,0.03333333333333333
70.26666666666667,29.566666666666666,0.03333333333333333,0.13333333333333333
75.63333333333334,24.2,0.1,0.06666666666666667
78.23333333333333,21.733333333333334,0.03333333333333333,0.0
69.16666666666667,30.666666666666668,0.16666666666666666,0.0
73.9,26.0,0.1,0.0
70.16666666666667,29.6,0.1,0.13333333333333333
61.36666666666667,38.46666666666667,0.03333333333333333,0.13333333333333333
86.76666666666667,13.1,0.1,0.03333333333333333
69.83333333333333,30.0,0.13333333333333333,0.03333333333333333
69.83333333333333,30.033333333333335,0.1,0.03333333333333333
98.0,1.9,0.1,0.0
