FTPT,FFPT,FTPF,FFPF
89.96666666666667,9.9,0.13333333333333333,0.0
96.46666666666667,3.466666666666667,0.06666666666666667,0.0
99.83333333333333,0.06666666666666667,0.1,0.0
0.03333333333333333,36.733333333333334,1.8333333333333333,61.4
90.03333333333333,9.866666666666667,0.1,0.0
0.03333333333333333,36.733333333333334,0.9,62.333333333333336
99.76666666666667,0.03333333333333333,0.2,0.0
99.66666666666667,0.2,0.13333333333333333,0.0
97.76666666666667,2.1,0.13333333333333333,0.0
99.33333333333333,0.36666666666666664,0.3,0.0
99.9,0.1,0.0,0.0
99.83333333333333,0.0,0.16666666666666666,0.0
95.63333333333334,4.233333333333333,0.13333333333333333,0.0
100.0,0.0,0.0,0.0
99.03333333333333,0.9,0.06666666666666667,0.0
100.0,0.0,0.0,0.0
99.53333333333333,0.3333333333333333,0.13333333333333333,0.0
100.0,0.0,0.0,0.0
92.5,7.366666666666666,0.13333333333333333,0.0
2.3333333333333335,34.43333333333333,0.06666666666666667,63.166666666666664
