FTPT,FFPT,FTPF,FFPF
68.9,30.766666666666666,0.03333333333333333,0.3
85.96666666666667,14.033333333333333,0.0,0.0
68.9,30.766666666666666,0.0,0.3333333333333333
100.0,0.0,0.0,0.0
22.633333333333333,32.06666666666667,0.0,45.3
99.9,0.0,0.1,0.0
100.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
99.96666666666667,0.0,0.03333333333333333,0.0
68.9,31.066666666666666,0.0,0.03333333333333333
2.7666666666666666,36.2,0.06666666666666667,60.96666666666667
68.9,30.766666666666666,0.0,0.3333333333333333
0.5666666666666667,36.53333333333333,0.36666666666666664,62.53333333333333
99.23333333333333,0.7333333333333333,0.03333333333333333,0.0
99.73333333333333,0.0,0.26666666666666666,0.0
0.0,36.766666666666666,1.6666666666666667,61.56666666666667
100.0,0.0,0.0,0.0
79.83333333333333,20.0,0.16666666666666666,0.0
100.0,0.0,0.0,0.0
20.8,33.0,0.03333333333333333,46.166666666666664
