c0,c1,c2,c3,c4,c5,c6,c7,label
0.399796042651353,0.12960855974247304,-0.4052327223003034,0.39530479342688435,-0.6230605991109663,0.19707762538221266,-0.08913843410240932,0.151602141577262,1.0
0.20078630736611291,1.052077383246657,0.6888074750385226,-0.9530701387946799,-0.4275709100449218,-0.7306941005527618,0.1608322420272061,0.03390730131826615,0.0
-0.029072914837907506,-0.4360300304359715,0.309516130215496,0.5877162818944092,0.7076573348924421,-0.6402425347163457,0.5296383076080892,0.6808454597173152,0.0
-0.49106801342316225,1.1888592121717796,-0.6499742988140951,-0.1310440666451548,0.9917687276932422,-0.333722127356815,0.054796367548116856,0.7916330364121595,0.0
-0.12557113681137386,0.34101778311824477,-0.23046688002805765,-0.3312252923773562,0.4000511081755883,0.32801716497973527,-0.11606017771917096,-0.21692762850161615,1.0
0.48615752180298666,-0.7197660924273224,-0.4123669182792972,-0.10008574128403643,0.627465104341484,0.5706380000086182,0.7045825139558177,-0.0025206485009203715,0.0
0.08921865865984875,-0.4211803118928798,-0.8279703628777368,0.05141038718013547,-0.1189042026495745,-0.6528930127299081,-0.31134883468920255,0.010335258844850589,0.0
-0.25840541488056296,-0.22389722470557416,0.2973298600015829,-0.1173509004543845,0.4787944358905276,0.483989333990714,-0.41107481284528413,-0.6853992152005426,0.0
0.06166483218886145,-0.036967429295824805,0.03603584255226043,0.06068411581722266,-0.09737357812429114,-0.0027921211018961376,-0.01679578284606183,0.04793330527654327,1.0
0.7424101694805754,0.4282786305451239,-0.022301948999229066,0.7118040598080756,-0.6757196788907759,0.6180339378087365,-0.2926459149849678,0.7113401641182096,0.0
0.014589532329094861,-0.007738531883944248,0.016859379869346384,-0.005450839442457305,0.004329760706305306,-0.007747371510096792,0.006869455656884618,-0.013537141380626286,1.0
-0.10069722488962644,-0.07902792749199446,0.03480205543933855,-0.21575164369110914,0.11735606084839154,0.018969124754285215,0.035176341123278936,0.12151124840156145,1.0
0.0608748456202096,-0.6336085168860762,0.45264221966884804,-0.6521996889282313,-0.4750369697019482,-0.10292131702176176,1.0956400192715328,-0.5210794226066613,0.0
0.1018002822092146,0.21006010717532267,-0.1524834662284437,0.19134307686017454,0.2130783429886922,0.17111967860539662,0.22354262211867104,0.0466132445764749,1.0
0.6000668557530655,-0.6987600675557516,-0.11445401453843784,0.17413902005620802,0.8829957653564489,0.2197789659874911,0.3284133421380283,-0.01830718807822048,0.0
0.925988733146575,-0.5085923116762207,-0.4193087386343361,0.9418609740615445,0.13047776899133204,0.27774459175044774,-0.42331571823098835,0.024593272984603457,0.0
0.08544047524961684,0.12146574145284748,0.06734684348871388,-0.128254465874268,-0.05056450229327843,0.07544021122356499,0.03444397015707077,-0.056879331813495096,1.0
0.14432321365909648,0.22586796094296607,-0.8425590727608255,-0.7109295914811512,-0.28053595362125433,0.3903728680797194,0.4037603997436298,-0.7192996077013065,0.0
-1.057845832430079,-0.09422768516290642,-0.12544583915124163,-0.75745103374255,-0.4352808745091145,-0.5907340040111126,0.515707303291088,1.1720683434932475,0.0
-0.03451309832849758,0.23715684364117648,0.36005779680187916,0.08945075608337262,0.24876716787164693,-0.313507566690442,-0.1197857826060928,-0.4761669922890651,1.0
-0.4501324807532911,-0.26635180866972696,0.3498040917808665,-0.18682590383433242,0.29169347167033965,-0.4645546888360425,0.07494461107470887,0.026191956445842577,1.0
-0.5181199866574155,-0.8999198563875217,-0.5557547790313997,-0.09999897109406121,-0.479502930542437,0.26634835721454286,-0.055312086775165636,1.0322157744369218,0.0
