c0,c1,c2,c3,label
-0.34082753741056687,0.3547172916164339,-0.2532878504607073,0.4524944306376561,1.0
0.5890424895503253,0.12309500005202026,0.4992793098767082,-0.012931181115469311,1.0
0.2319190527991418,-0.0523141487396761,0.16040647414917616,-0.15174402818415833,1.0
0.06770804283333677,0.11708867608949364,0.5937750909921813,0.062033496588275436,1.0
-0.9035254039495464,0.37936014378016186,-1.0662950249290064,-0.20265485646777784,0.0
-0.053114155420862126,-0.026941425386945737,0.07233715129107991,-0.1508773720907639,1.0
-0.4354209563297291,0.05522906732534298,-0.21729617330174733,0.5517652233248084,1.0
1.0246040525358515,-1.1065653161002729,0.5648355890952563,-0.9541962114315595,0.0
-0.6116145480394741,-0.27452600520221526,0.27221721047642883,-0.48321848576118304,1.0
0.2732845646216387,-0.11174632618374639,-0.03174333161592877,0.12798559884099078,1.0
0.6934912519261711,0.7951461712097854,0.5413026447322578,0.7942449705363424,0.0
0.06546708056849854,-0.03530336683680085,0.07308722966032513,-0.12576718621192695,1.0
0.46303625113754593,-0.910930398653749,-0.2632471775459218,-0.7963205767816391,0.0
0.20069657995925452,-0.6641116686871417,0.008133435376869015,0.05329779539133436,1.0
-0.6049833345761749,-0.5726085920821079,0.679546951422791,0.053361079314357504,0.0
0.03144870973690228,0.17153936239110848,-0.42191046555557554,-0.40426794381651815,1.0
-0.7059901422478636,-0.9914681695908074,0.6487330246687674,0.10093621266969423,0.0
-0.3742157481447593,-0.49639276069343147,-0.5334785703384646,0.09488637383238899,1.0
-0.5367919242517747,0.3387847833324286,-1.2743433223876082,1.3329397429380057,0.0
0.48871279187833555,-0.8855025591909559,-1.1515614935999523,0.9242249306110238,0.0
0.3557330192208296,-0.3565111776793426,0.02993820793142707,-0.2257292853203616,1.0
-0.3693809779451874,0.02338805483506528,0.3081471065721876,0.1767711016003005,1.0
0.5957203151538959,-0.8612621406761486,-0.7930549845713154,-0.45982439656135926,0.0
-0.2252829406535966,0.1471453157380336,-0.16012889423927607,-0.5940368023159727,1.0
0.4430336393079425,0.3814212755322973,-0.46238840807654347,-0.4787546064932938,1.0
-1.1785640796333987,-0.5789474182322355,1.1494289987288073,0.7384891716968365,0.0
-0.013731138642113417,0.00976132187689578,0.009864200063478218,0.0012059510997710276,1.0
-0.10826230313059798,0.44044621597917305,-0.4867124176133493,-0.5169658995455633,1.0
-0.6206462945555384,1.0568947101617527,-0.5339951406896715,1.0206379990125938,0.0
-0.1289689466523692,-0.15170046531070655,-0.33118401588247165,-1.1188281691560993,0.0
-0.11470353885664283,0.16038507365398505,-0.15518542669682955,0.19147142685814536,1.0
1.2139822948880532,-0.22282132927809484,1.1289744346444468,-0.9577969134493617,0.0
-0.4475486973247103,-0.5490528651620694,1.2657376851918343,1.1720066581416306,0.0
1.0678067351018155,-0.45655800018060655,-0.7062778102983708,0.6609563648499739,0.0
-1.0188741467302889,-0.316494431892204,-0.7995831048512366,1.3772662036809524,0.0
-0.01461452756023212,0.013953845350474545,0.007192161219309734,0.007556293055747203,1.0
0.6130339447187705,0.503353158011492,0.7853559574358473,0.0003424800388140253,0.0
-0.21519158029226151,0.020016468141584375,-0.2486675897736582,0.1792281438909009,1.0
-0.7717111482035998,-0.33564344011539277,0.7212171734282007,-0.7861082575196943,0.0
-0.5471426657329789,-0.9821494597527325,1.290852723944813,0.9855264246295624,0.0
-0.007596412296569994,0.010355271161381867,-0.001215683693413759,-0.028301309282607327,1.0
-1.165848684224885,0.2619306410706505,-1.3767923187986801,0.8008073589109077,0.0
-0.9590478715016049,0.8135002047546641,0.27375255913599245,0.5481824040302414,0.0
-0.7966197450844452,0.15730088572166748,-0.5761794268005279,0.42463490488284283,0.0
0.9667662120696062,1.4984319609469945,0.6010859276709143,-0.4349052314336738,0.0
-0.30539946522303146,0.6032865192528915,-1.0996693766730266,-0.2299941920207658,0.0
-0.06060539400095062,-0.0684206175326014,-0.008151172183285925,-0.015852129571434,1.0
0.6230877496903588,-0.765738619356507,-0.08305507315391708,-0.41514484162972753,0.0
-0.11125120143828061,1.2197548465802373,-1.4438799698264393,-0.5410916824370201,0.0
-0.35477676025240973,0.3406383476611351,0.446275362200675,-0.5626248594582203,1.0
-0.5444374832623455,0.3846181004860991,0.1438138026008985,1.1372752979569483,0.0
0.18138083055462972,-0.8887874538975536,0.18772105490270427,0.752493756056098,0.0
-0.23732410395582432,0.2656669343740054,-0.1452167046444308,-0.22506788475869507,1.0
0.19595661889354457,-0.8036124862936278,-0.07015571320859518,-0.04372433261381582,1.0
-0.061997069614331914,0.04259030215704862,0.07866530753324415,-0.07346420257173208,1.0
-0.8636533765291239,-1.1010327638105146,-0.8997757400315901,0.9498096381729949,0.0
-1.170632628557423,-1.1847713845619239,-0.09559367969300397,-0.39964432998585303,0.0
-0.002421786006284076,-0.09200192401747995,0.07248041316592989,0.030845927580316762,1.0
-0.9843547477081914,0.2116517181736352,0.6728090134237775,0.36363522204433557,0.0
0.33026791819935564,-0.4025582240098621,0.23780773204977546,-0.5326263287862308,1.0
0.7598411410145522,0.5358175940516191,-0.4592499819132004,0.7152357647804152,0.0
-0.613069829753515,1.109290636263018,-0.35489070245136956,-1.3681095933382996,0.0
-0.007212947217589349,-0.022460589602126504,0.07239699273588963,0.06714938697645449,1.0
-0.22704530750998342,0.3712409449600757,-0.22548790728639395,0.16114896237059953,1.0
0.0032366771256951976,0.040959054874965616,-0.012851316842909211,-0.04714948399999694,1.0
-0.07667397230765612,-0.1163418317485743,0.25746670708465275,-0.18546975724069217,1.0
0.00988888265412455,-0.006446270553435678,-0.006289468929403261,0.005262521649716184,1.0
-0.9520366999423501,0.720613407325456,1.1605602865039613,0.6435091255400368,0.0
0.36575462015524274,-0.7294738745275035,0.7668016598261594,-0.32797101498878284,0.0
