c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,label
-0.17115866262219495,-0.1361823985200677,0.025462698808622387,-0.03392153553944207,-0.14503582828203487,-0.029119188729919903,-0.0030519124557278434,0.044229248998590376,0.09514453978888444,-0.04501203440949908,-0.1401578307158893,-0.04771523282962236,0.09655111100560493,0.09528699434670991,-0.16445308486181134,-0.1417725452139859,0.01681902838510497,-0.0394873104679876,-0.14977003951575818,-0.1216261189319848,-0.05866141133575683,-0.029795297353120215,0.1721965838952636,-0.016431779955269173,0.10357552161753564,-0.15612079853312844,0.026247854574466004,-0.07227872462929906,0.1282811007478495,0.09447331280300476,0.1018094511661221,0.0907288600295563,-0.15819413207306818,0.10632695660696984,-0.07521032217401862,0.15368085936615541,0.05922359063446461,-0.13641163043885532,-0.20083332516314484,0.12418685943434492,0.02679719438485173,-0.16633716798261314,-0.17642577597453957,-0.006395981084216328,0.10714026086976781,-0.19970785233029048,-0.16366009248558325,-0.05567820536759567,-0.1422557721109842,0.13133045339617253,0.175308104270475,-0.14198774494867705,-0.053829060734506405,0.10708801690882269,0.04955408794663896,0.03011626385336762,0.09494872103661471,0.09993350121225536,0.17799510564219914,-0.022075621019807267,-0.030563005102585968,-0.1204042552103015,-0.12040911956237615,-0.17691537027355117,1.0
0.3140130464437151,0.27361114771194406,-0.096471496067918,0.13945913765059953,-0.1444457391803705,0.32450033484734697,-0.10675508757569682,-0.192101077302828,0.04670403669728618,-0.2788967164683643,0.21291408545722587,-0.20606620104084883,0.1338414357609583,-0.34656216655968913,-0.17326787250144796,0.059475994329725355,-0.2209236348783838,-0.010041846677399035,0.3426730036195775,0.27002243934481457,0.1357208923603878,0.06403420238188323,-0.19975783564714553,-0.13333436962643613,-0.26960062623227915,-0.0497925247461413,-0.04930603135103364,-0.07914302211888359,-0.30499159108868384,-0.2023812903295946,-0.08640684293353249,-0.2933335573548113,0.3307277381223248,-0.2801310671669629,0.05604556252956139,0.12404625658050658,0.16532472566348574,-0.2363800395493814,0.2034565776038063,-0.17887296265979186,-0.26267882837010215,-0.17701766089308404,0.28185801484667483,0.043570521070890544,-0.28855724598488136,0.27468017530782896,-0.22782375611007982,-0.11095808680514042,0.2683374594787082,-0.1143870572333144,0.0571068662203574,-0.20651579690217092,-0.24827918689509637,-0.21689357880401552,0.34591713252139983,0.1312018260245293,-0.15705027044315534,-0.014889209333749024,-0.260732719148195,0.07077514834330292,0.27467243439845945,-0.2908985992969782,-0.24311084807538963,0.032659485947107415,0.0
-0.008941802211420944,-0.07775742522985774,-0.016202400030928984,0.03905297963370117,-0.07390259541107154,-0.08482387447018432,-0.05952915937354386,-0.06778692431033942,-0.050460957608149934,0.07796336615337836,-0.013044700621783648,-0.021206368187647102,-0.06056411847528125,-0.03700962331945177,-0.02740945868189114,0.009420336596935934,0.07418685223844688,-0.08934288828023217,0.039512843750874736,-0.04760437233826406,0.021537121741033772,-0.08377560468874347,-0.08192974517954318,-0.09505258857415413,0.019324682985531246,0.03448983851243986,0.08154980359259725,0.020523909396991336,-0.004236824435754627,-0.000112530474009513,0.08882142261390638,-0.07977342231220749,-0.10075649175914703,0.08840277387916971,-0.029947097852170514,0.06453126732395324,-0.0011404063256882752,-0.1021632293516127,-0.041476054519205906,0.024543899733500397,-0.006364385577509463,0.05575005349455323,0.03061488494112601,0.09249405472756583,0.0253542694726049,0.030843032616177518,-0.034664481364399494,0.003831529558205293,-0.0364980158474916,-0.03483702212168865,0.04479943185284387,0.08537197794097186,0.026115898674402328,0.04205133526070062,0.09557318332578864,-0.044103266556935396,0.00506144478667759,-0.05355938872439764,-0.006976798844986018,-0.08071386631154893,0.005978831330746315,-0.07476333567528329,0.0872293369235876,-0.08502057172569695,1.0
-0.31204444173226936,-0.13098596132060197,-0.3249063156926473,0.05010477886955338,0.09300735206682477,-0.2754854797408024,-0.2759893883797742,-0.26920652429910313,0.24931119547215413,0.07602723979190931,0.09700065237501627,-0.05755828332659722,0.1678785566453734,-0.20640364110415113,0.2708106460688466,0.16115694041263923,-0.21035191371921808,-0.30633342668790914,-0.000416166634067823,0.005621516452404489,0.1115720265887961,-0.024525295686741767,-0.049882031058433564,0.2910257995608476,-0.29671314519479447,0.1907232754973751,-0.15129860749234847,0.2232903640982148,0.14301549844406133,0.08392499941596196,-0.19224180757854162,-0.12973999568612804,-0.3150213257701449,-0.05230119308671617,-0.2353697440749499,-0.0035424830777698963,-0.30804687282248205,-0.27670430155348325,0.061857953456798544,-0.06040411235005061,0.14566925205951292,0.2734149914034847,-0.3175241029367438,0.2441749598539235,0.2867468972169956,0.04072472392627417,-0.2228183430494458,0.3327962368269569,-0.335554687593622,-0.13125798081164516,-0.31182169228772255,-0.13444767319758763,-0.1594464719590547,0.28708609390617174,0.17357901217453384,0.1342015399267671,0.025102496380211,-0.1487431203457119,-0.3149389909373344,0.3443851697195208,-0.2661760756825246,-0.046627514613257516,0.10742458382018713,0.25206991135730156,0.0
0.06984680799412789,-0.07722260225707189,-0.11111272089231874,0.0768738574837175,-0.02560265339795155,-0.03112666976547683,-0.08763818715572888,-0.025605338792601663,0.024420010705524686,-0.06509290852436071,-0.05501304684221909,0.1189811014272939,0.07863741911136367,-0.08641080255369875,0.05730185381622797,0.02392785076238075,-0.052529543317072026,0.04832943990746889,-0.03774522452309109,0.0973543550853849,0.0517689153365033,-0.035531871517258375,0.12879014600710378,0.09263562624939382,0.12413119065488461,-0.05324441941343976,0.11478738139115816,0.06779346074652536,0.055807273852223165,0.04828598336731082,0.028753642918733665,-0.08014316846152723,-0.04139524951421797,-0.03484292801446494,-0.09896386701906945,0.11737523894282324,-0.10816602059584399,-0.11178991306706343,0.1292294650389622,0.022231399984607984,0.13157541353038665,-0.026009462188728367,0.09855702131038012,-0.056233021126605956,0.0937582941470377,0.1273318677244845,-0.0024199671509284246,-0.07322760164657231,0.056989661911435674,0.08112161361448128,0.064264729154483,0.04950323187988958,0.054813560233864536,-0.00048487816155740537,0.05648317875565598,-0.11994316574870091,0.002283597904626214,0.074942446417276,0.02096750331920926,-0.03233616219612627,-0.05588899251475416,0.02626541037100384,0.030811519203401402,-0.08891221540697554,1.0
0.008945589869471795,0.19840077281926646,-0.1056603901006648,-0.09081669370784343,-0.15983735777636668,0.18860253877418673,-0.03695787149247155,0.10216591665849438,0.2585500876483178,0.08165143977751596,0.15031143750373302,-0.08633248380157582,0.236744016309494,0.13625575945615723,0.06344011901162182,0.07396793178942293,-0.25673638484011857,-0.07255346530324151,-0.26761518208522056,-0.2692801633435683,0.2266495455095831,-0.1161813666929168,-0.2003708134117092,-0.059140099767151996,-0.23439184827216947,0.17184895222863966,-0.11531615070606344,0.165398739390573,-0.16606519941028353,0.15674992816625732,0.2307093539976171,0.04273569800115115,0.14937135182348688,0.10481246443418472,0.023358479181834035,0.12234336278463527,-0.1842237594737921,-0.23223822636352628,0.10813948777966521,-0.17442413321196498,0.07630461372721878,0.028191092665913,-0.26215502337704005,0.26041459972286835,-0.2697925871361724,0.15515162665621576,-0.05817082134131461,-0.004189244983081706,-0.2115603165512042,0.06685804196293102,-0.06168520409143159,0.052586526382766674,-0.26450167951660647,-0.0016904200715524584,-0.2696591280528034,0.18267164089532198,-0.07014592282454313,-0.21929508979971848,-0.21528468345326424,-0.09648373039220393,-0.10323902021225119,0.21703245151501876,0.02447483300283253,-0.15569722479390766,0.0
0.11467540837158341,0.17584545544274785,0.07936386559021284,0.1771873494056718,-0.04777664402059941,0.1110562026692947,-0.17763713731782044,0.06421262237425916,-0.05238724418469831,-0.04291054767303078,-0.0806840649733833,-0.00658620270934676,0.1047704415648711,0.07072397857822545,-0.04030213564939602,0.03165456147043312,-0.08908309854916911,0.09157746465113788,-0.03480892740956824,0.03406480112099597,0.08402812652122314,-0.02783999485813843,-0.12130539033119776,0.1317483033289667,0.15011408562895817,0.11078989755466584,-0.020697631170106985,0.09976464279776,0.05488390296338251,0.16798845867401258,-0.10064979944239172,0.08695393878561332,0.1166608267980667,-0.028905647127865614,0.05356708262309672,-0.1007224563918435,-0.14553715851733787,-0.17667815025445482,0.15130008772116163,0.0395858563424323,-0.14569844738333404,0.13714729215149274,-0.14387266321982287,0.13254281742425744,0.06243267389910601,-0.0865429612925211,-0.06885358983370538,-0.023901283206173834,-0.07804311815795309,-0.1442384097432105,0.09146928676807278,-0.01599976978415224,-0.011951206382311556,-0.09403163731190682,-0.01776753880614271,0.09236282646201814,-0.04167649016872344,-0.029677479358061396,-0.03782004213930424,0.02680026739048155,0.06394391142363674,-0.12843795058082053,-0.11773045318958084,-0.023910147100330018,1.0
-0.02302934285284338,-0.08423757176427642,-0.08492321030231545,-0.092292922220678,-0.03157425693381859,0.006057926771048385,-0.016600151142125746,0.0700435646713588,0.00807809081795042,0.08634250678614379,-0.06844013797065394,-0.056133353608344004,0.08714794729516372,-0.06334805319882762,-0.03505423443641868,0.08783890850716464,-0.08483472104118253,0.0362836913824777,-0.08803910634755979,-0.023673491477227582,-0.04889434351795926,0.0620917110709331,-0.0194525703841626,-0.07171327334775757,-0.08027746696495978,-0.00034517718896552607,-0.0462689575186266,-0.04362660401356208,0.07506890101377457,0.09363127842694251,-0.05616266293427204,0.054723182243738504,-0.07964154295007486,0.006341921913746204,-0.011270434695852267,-0.06437919428024758,-0.07096324402115749,-0.015755167361235747,-0.03999098150119143,0.05309116138321736,0.08431322021903233,0.029681930868780945,-0.061916752305058165,-0.0625212296673219,0.05496769707332673,0.0924413493735566,0.06222899080624616,-0.020088607569428128,-0.029173611322257962,0.047562449139924315,0.03454815656498924,0.08100134229215561,-0.0871883940068249,0.04101531280294472,0.03301039382965765,0.09389620295432399,0.013098569657526605,0.09277554042055848,-0.01124563314304865,-0.08969710486214223,-0.02289932711062075,0.047959808448852496,-0.016921850157108755,0.037311207739089254,1.0
-0.08622973866882716,-0.15264369074142983,0.06803980303441376,0.08980262324210513,-0.025322923971441785,0.25384301446022334,-0.25969530091296683,-0.21389805781550997,-0.2678880900010017,-0.07262210443016481,0.06449928687684234,-0.02585836675158139,-0.09594124397632324,-0.19331659657089442,-0.16670461324411634,-0.1546318102376766,-0.07237972261888563,0.18298689821919206,0.2438157232509305,0.29114752349293493,-0.06016273349263704,-0.19780563919088556,-0.09003653690038053,-0.04358684368680722,-0.17003803490773337,-0.2935374199875847,0.049848899633099,-0.23254092936745308,0.23714425904165906,0.26682450929609314,0.2453169230050044,-0.15292512446729456,0.039107115660699326,-0.16124558348580512,-0.14843575556547223,0.01735166457731822,-0.16571518901272156,0.15845391203828077,-0.09615040151627433,0.1560289349826608,-0.20128088021178764,0.03202740118222087,0.1360866835515013,0.18847630881500788,-0.2375445383404235,0.05057009209092917,0.009404538820577098,0.23964062903851138,-0.04551572995905729,-0.03853830491958876,-0.20980514426229846,0.10872936336453362,0.24894811536839212,0.13089117364183242,0.15084508920244857,0.1858707843627734,-0.2120771054327513,0.09432391540864758,0.02394030494926759,0.0940467166927892,-0.06888297961479324,0.2807319678765201,0.2960055056326078,-0.21326837422945585,0.0
0.04008902418531251,0.0928230866990212,0.06526295434806224,-0.0136720154098423,-0.025545717527690595,0.03638208217714648,-0.04863565341974076,-0.11122869095573472,0.07051701027358565,-0.09031470577012321,0.0767333750200342,-0.019379556025266087,-0.05547828233748118,0.1066197461295807,-0.045493921055408955,-0.011740661988811449,-0.11658361339028245,0.021402415020232175,-0.08855267978633163,0.03356992389656022,0.11837339250402185,0.09627602379950456,0.05940749377274188,0.02257962063922104,-0.09012280035908422,-0.10770211804678438,-0.11093930525469929,-0.11529796763468228,-0.05401698909002256,0.02705264218711968,0.0524336571392069,0.09199351271278557,0.0961556241829477,-0.08900501604450933,-0.09550491581871116,-0.01473228317760897,0.06874444880611688,-0.085640717695357,0.09803896880947131,-0.10692083588974216,-0.021278871796876896,0.01030245991636139,-0.01797429418699582,-0.1118714462444068,-0.09601334770282531,-0.07641520346932436,-0.04151371225157477,-0.09083680703944742,-0.010116646491370488,0.009230461453135854,0.01893846627519726,0.0414460979693629,-0.0037362548268798485,-0.1143083845246689,-0.10611862314264837,0.02575693275359638,-0.09900728032089157,-0.07697965398048404,-0.044573979933222936,-0.01911967662927923,-0.08499577965783056,0.00957830955599664,0.07672702547956896,-0.006501387873437958,1.0
-0.028265935273024463,-0.00057816971489278,0.24140189488046096,0.12029784166624752,-0.04119069539767338,-0.22280525743134882,-0.14854344540989808,0.09256535319632582,0.17747828966142176,0.0055245022874780315,0.06677467935780637,-0.03176872825687486,0.03124167145995292,0.18131447613945378,0.2581620090093147,-0.025305975006511872,-0.01782396273446487,0.06386789734083209,0.17929692280326848,0.06621840368476704,0.23029590886779275,-0.08769662717562919,0.1503752117827462,-0.12248227252436565,0.03452898498843027,0.15890113503752595,0.042643100994999454,-0.25517659974779355,0.050213523852176464,0.15637678460592944,-0.16845730805384637,-0.15071941182823867,0.14590465569773664,0.036284448731009125,-0.11865086510428713,-0.2219699832390222,-0.1314627897995738,-0.14136849029505896,0.019234060157615075,0.24181924093724372,0.21717456315633735,0.2029599398716274,0.09096861245617845,-0.2504168415126994,0.24282535044430156,-0.23361239817530435,0.15734633646433258,0.2208469435565414,-0.1533356917882259,0.19143995302428143,0.07392192306131379,0.07861650901939717,-0.15369405275791942,0.05769172040032056,0.19484853445110378,-0.0964509723655588,-0.18220876978573458,0.048277152852500116,-0.08230953391332527,0.012900742865831245,-0.19553881686176822,0.0766911370403604,0.15575729491610094,-0.07875816123472237,0.0
0.03461359901521066,-0.024234910656655687,-0.03297110329456776,0.0013149187350489468,0.002895310208508869,-0.008414773959054838,0.025186832745801593,0.022959687350877427,0.02304358668639067,-0.025115130996086973,-0.030351762818806742,0.0023128393459964777,0.006190652800694249,-0.033791315302700305,0.0066899810869866655,0.016788526199902763,-0.023823962641085432,0.010737360959575067,-0.02087060461536054,-0.022953146041586103,-0.020750086913772472,-0.01494702789436248,0.008796849404854777,-0.004368895020414276,-0.03258827453119671,-0.02544969715748677,0.0063371283622837265,-0.017258016621991893,-0.0037929806026744933,-0.018128207879294117,-0.014649646711936592,0.01783954699463992,-0.020683798659898073,-0.009650803257759407,0.011422918615379946,0.0014542207575622352,0.033984752534849456,-0.013539013796585956,-0.02501675740349271,0.0224425532615102,-0.014699644335906854,-0.020507359000795884,0.0013380905988214966,0.03213230596765613,-0.0036665158462078746,-0.019064361620725084,0.008563569287998705,0.00036616716715388143,-0.03380392932071854,-0.012006065257787836,0.029223207050219878,-0.008620801119055655,0.0033435495866631242,-0.026679637231128376,-0.017538060127766274,-0.01925675348708339,-0.022591661498513948,0.013020403042251596,0.003921839617273217,0.013693930939027515,0.013615231605298466,0.016371030746348603,0.022683943678725754,0.003898002194910698,1.0
0.020310425740611992,0.01364593316221481,0.09694650565020839,-0.05697973772670234,0.016992102999573377,-0.03023136670981071,-0.04888511803592541,-0.039183470196996695,-0.1000511732477857,-0.04449017043519174,-0.01569867207095417,-0.006432225067266634,0.001145540531410863,0.10553417746244464,-0.049886021470858036,0.025389998043738645,0.07116965861152302,-0.033345608241330614,-0.07546045600567249,-0.05301742198212247,-0.034800733215608046,-0.07632318695228507,-0.023810652341843257,-0.024619468754619324,0.11025029982111868,0.112628130834394,0.05086599123140274,0.10106206052192623,0.017740864752342673,-0.042694182190393115,0.012608488832077873,-0.12097907864727116,-0.09840006341911425,-0.03864633564277064,0.12067359437533068,0.038418146870508756,-0.11306500237859789,-0.11990786959887409,0.05877443290314367,0.024042937267268714,-0.08914629653801023,0.04549905961594279,0.10294111645132598,-0.02234311759045522,-0.09001978777713779,0.11430315209220697,-0.10288890982919764,-0.04987202538482903,0.0687954540834502,-0.07793902818215781,-0.0034043402672438473,-0.041299832282373786,0.08795002039324484,0.10522636794031615,-0.014795264175299187,-0.11964845063954262,-0.005044490025244792,0.01065275888307733,-0.06380262314407492,0.06457301449735021,-0.10303794502492353,-0.07313229436282455,0.019268157359421667,0.04583837998884542,1.0
