c0,c1,label
2.1239584406611143,-0.8576979875612221,0.0
0.04096597945038504,0.5838386677213028,1.0
-1.6172980548019364,-1.2331575058469015,0.0
-0.9821220163049101,-1.6226062468569755,0.0
0.4298688240240641,-1.5802268834503839,0.0
0.10015381266946784,0.2010432868002729,1.0
0.7487169581146326,-0.34354139607831385,1.0
0.5937030785327634,1.5258406543112593,0.0
-0.9593598870908456,1.7890111511312425,0.0
0.07080402979909795,-0.3646435586286913,1.0
-0.3900248138234323,-0.6649762254185184,1.0
-0.5811255872649312,-1.7282212124636422,0.0
1.120662240230277,1.3637023077811559,0.0
-0.30368244698991836,-0.45083778007535996,1.0
-1.9977563006207293,0.7340129805492016,0.0
1.0918557632348547,1.0321633509358943,0.0
0.12770446539909436,0.13412509616296886,1.0
-0.2767319806237571,-0.5965180477930155,1.0
-0.6662945358667525,-0.16589959103159255,1.0
-1.749856456991316,0.32840214526546896,0.0
0.016737932489092344,0.08358517747266647,1.0
-1.1188905674159175,-1.3431020291047469,0.0
-0.2417456697147179,2.1389386402297017,0.0
1.639339826089163,1.2248138301554112,0.0
-1.594108554103885,0.480953669673713,0.0
-1.9713134111127177,-1.354626707690994,0.0
0.9365837714418455,-1.3348194903408157,0.0
-0.6764983863907439,-0.3377063237229952,1.0
-0.39660858474212374,-0.3157357162781969,1.0
0.37301942314308306,0.37185785955214573,1.0
-0.38915930027976897,-0.02428087147688135,1.0
-0.6803306446609372,-0.22914984137595565,1.0
0.09653980509298322,-1.574793239073903,0.0
-1.7486437050249404,1.390115859717444,0.0
0.6320884124730827,1.4553294464228823,0.0
-0.602564563894915,0.44760629530338103,1.0
-0.8030726894646173,-0.18248439421186927,1.0
-0.4578605087338373,-2.0364631024353654,0.0
-1.6022628105246617,-0.3771308814539321,0.0
1.3091178403172565,1.3398777933649202,0.0
-0.225757258233589,-0.6180191521067758,1.0
0.740384555832735,-0.32487357735675754,1.0
-0.8191397049454207,2.010457062859658,0.0
1.4336581317644332,1.3199695381868284,0.0
-0.40710960266894153,0.20662458191776853,1.0
-0.11124629961218378,0.16779854061728844,1.0
1.2916697869856728,-0.9732409314715442,0.0
-0.7040099137348295,-1.3362081696093078,0.0
1.9834827044094143,-0.8760655290022762,0.0
-0.43938361585831176,0.7155792424926755,1.0
0.18707744537355026,0.09982691655159864,1.0
1.3053353065397932,-1.7065554180494735,0.0
0.1785557016600519,-0.19717519101531467,1.0
0.07456605577561792,-0.20203925307353893,1.0
1.158169574885062,1.0204990967724916,0.0
1.1756763350801205,2.1318208216108574,0.0
1.8639125372410354,-0.015975788809842982,0.0
0.10346565762592978,0.36772889728181835,1.0
-0.4353282251080025,-0.40755302888026823,1.0
-0.8951864365771119,1.9323174040333146,0.0
1.4893317288600922,1.182535559046514,0.0
-0.3183151806829204,-0.26250681345154286,1.0
-1.30722668843026,-0.9514896118682971,0.0
-0.04323938724291567,0.1611152168264679,1.0
0.003562025385042233,0.02247543901430845,1.0
-0.06803728624424635,0.6733687806135455,1.0
-1.363371774158043,1.0529877860707877,0.0
1.3397405334143202,1.1351581993002162,0.0
-0.6325845681297159,-1.876634508873939,0.0
0.5580871994881648,-0.5872201371043811,1.0
-1.5272672860375949,0.7240488033123381,0.0
0.12229250718292514,0.11426518950321916,1.0
-2.0267636673566947,0.5937942663536717,0.0
0.3500921965054018,-0.2993838040134171,1.0
-1.5935118871519358,-1.4004034555767688,0.0
-0.8147894708586176,0.23300679747846104,1.0
0.8601343985368249,-0.40672847533338335,1.0
0.13723718982130192,0.11309206744177702,1.0
0.32412574490352,-0.12136102301940307,1.0
-0.6106866749154852,-0.5855535774914701,1.0
0.1247180292315201,-0.02948718339243736,1.0
0.12065255121211081,0.8368112747576886,1.0
0.9833621982113929,-0.13800773267128325,1.0
-0.3625493859615837,-1.998305977962568,0.0
0.25892095832973,-0.14868140949749495,1.0
1.176539730843864,-2.087096060222604,0.0
0.7267791206843083,-2.2989677476252335,0.0
0.060031565899422414,-0.03384193213806679,1.0
-0.22074277752001525,-0.2573280491102676,1.0
-0.09497514556487134,1.8551102002373794,0.0
2.2596685771335774,-0.16025765282682844,0.0
-0.10865842306520315,1.6214575293509996,0.0
0.5251826446513608,-1.60286694412861,0.0
1.8592666423507722,0.1995769207404409,0.0
0.016731507703501146,-0.452833739891923,1.0
-2.4604230875477473,0.32185631411191973,0.0
-0.2557482014484886,0.1890200377954002,1.0
0.6713597792064614,1.8297050040922234,0.0
-0.34629976288673087,0.35325572421987045,1.0
-0.20809839180219242,-1.9095526376404321,0.0
-0.3457793205746493,0.4152938340411124,1.0
-1.698906682199224,-1.6639124796772533,0.0
0.01954460640261687,0.06710095420082196,1.0
1.606717304322828,-0.3835057187315473,0.0
0.4103314290156812,-0.1317458812348406,1.0
-2.2354401857504476,-0.365108514241153,0.0
0.882880663931031,0.17557175819409052,1.0
-0.39986418772088983,-0.04504322437287565,1.0
0.9768609307623565,-1.9535338503986093,0.0
0.08485231585418276,0.11647393606239213,1.0
-0.7421472740036096,1.8578453851432055,0.0
0.16528186370104211,-0.1318846857894588,1.0
0.5703891599202812,-0.18261164498609297,1.0
-1.0699441512868737,1.4147273395006674,0.0
0.3687686653139072,-1.8703665983543063,0.0
-2.3239462450313866,-0.5722305931455263,0.0
-0.3511399829250678,0.350062582815842,1.0
0.5941339393411473,-1.39443440630549,0.0
-0.6055608535042408,1.5102712072494056,0.0
-0.39550359834238674,-0.6818369646664167,1.0
0.49852193063127515,0.4444606365993082,1.0
-0.3568749997343711,-0.697307962041206,1.0
0.7937914070478685,-0.5326091421581174,1.0
-0.32919303188700244,0.5252705260430222,1.0
-0.7060175460399006,0.6161956852636076,1.0
1.3011349307679283,1.4511244762895592,0.0
2.0094686909577404,-0.8170809112581779,0.0
-1.571905253861521,-1.415496034658852,0.0
1.802997271432487,1.043515258430312,0.0
-0.045716252750214154,-0.15515220913284455,1.0
0.43689974656948105,0.3216939681100753,1.0
-1.5745407824000581,-1.5390726458815642,0.0
1.406006364792603,-0.7932130469125485,0.0
0.011081129455124974,-0.3582609601158796,1.0
1.7536311630960584,0.16832735106424906,0.0
1.1222181895743042,-1.171676944571133,0.0
-0.4571498194016359,-1.5019261154580341,0.0
1.2665539856738492,1.4094022275934452,0.0
