c0,c1,c2,c3,label
-0.6521678669647452,0.34680846639873425,-0.10046738700097212,-0.600476853259159,1.0
0.060044400442341106,-0.10507445925047633,1.1140797807672955,1.0311454345540554,0.0
-0.3141388459703091,1.5828160640676467,-0.9563611356761742,-0.05899179304204599,0.0
0.1705699099453599,-0.09479088013897982,-0.3095740653242223,-0.44300410259674816,1.0
-0.1620680539725543,0.32743237121386365,0.3464224642253328,0.5284312515379832,1.0
-1.3402389842997464,-0.10847890411916475,-0.5515176389663509,1.430753107922457,0.0
-1.2667897730531774,0.3493221408461735,1.297285844308911,1.1016374797189636,0.0
-0.8215876098302921,1.1653261673136202,0.3990986808862734,-0.2821875852505473,0.0
0.17622090012699168,-0.16682209771983963,-0.003191002404157127,0.15770735276263187,1.0
-0.3270114069614454,1.014870799920668,0.9808974835920559,-0.5454884580721655,0.0
0.08950554049588266,-0.016436339509139145,0.24653315043477642,-0.055915257128581995,1.0
-0.08243931068575755,-0.859561164229233,0.2698619697207792,-1.4293394703442803,0.0
-0.06552153547344693,-0.311675345809809,0.2849154492200086,-0.1482361940888307,1.0
0.23879979702216728,-0.6358811715813264,1.7808419112149136,1.4064607318897866,0.0
0.5076069511395368,1.8937377590997666,-0.023422986319363657,0.6484457958095197,0.0
0.013988390984927358,0.07227120989181239,-0.08461838212378338,-0.06498674706446095,1.0
0.7118734176036288,1.175371781774512,1.59069570141679,-0.8026761174958618,0.0
0.38585661083396616,-0.7115026310734021,-1.4147183983632123,0.27408877309477636,0.0
-0.24370060097590304,1.380280804576653,-0.7154134457267982,0.3157152546566803,0.0
0.1652410910214808,0.07790541638596049,-0.16787069090553486,-0.1723438761674625,1.0
-0.0775122689372094,-0.06825255157504902,-0.0047825436421495586,-0.0870885239486561,1.0
1.569263887655563,0.9419730272044075,0.905875179508992,-0.9202548322242973,0.0
1.0000485480308627,0.7769282442066764,-0.8074400437058599,-0.9318099227231883,0.0
0.09624721985887892,0.028005324871216156,-0.09193603935575524,-0.027296889146498325,1.0
-0.24876152465088378,-0.07206003439864776,-0.24785547071674038,0.14782126633155587,1.0
-0.347027692801654,-0.20050458354486225,-0.3906009986039504,0.6282206916830855,1.0
-0.23270807890692016,0.8370674475581297,0.9078378629849959,-1.4752146022682948,0.0
0.12687819592645116,0.3241998449750682,-1.540676594534013,-0.14293917579931567,0.0
