c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,label
-0.21813942847519469,-0.06513166273688094,0.18625094735987405,0.10988166419292565,0.19980532271078716,0.021319717170714434,0.2558468661492186,0.24189161079522412,0.18514001574791797,-0.0711837280808423,-0.226535403430333,0.07553219031430271,-0.0015809481903986528,0.1274570202569189,0.2547470010959395,0.09506041798609836,-0.02642044130184944,-0.10907683953646322,-0.05566672992468162,-0.21583201743023853,0.16334005133801738,0.04391691150432147,-0.2284836067821454,-0.012651302896820192,-0.22440649379507424,0.023394766773433672,-0.2012622510633711,0.19394092262584867,0.1650344741539868,0.09747529408982311,0.2229290641711567,-0.046706968022849314,0.0
0.01605977966887368,0.28241961047376896,0.12642252020216574,0.1955510643462979,-0.34727695180214496,0.2377028697416434,0.2586114011463155,-0.37342146345414684,-0.49523302495199983,0.2528689198033205,-0.45246607335866235,-0.12229531184931973,0.4055356923162923,-0.2731027089708051,-0.285691675494444,0.4386623497568976,-0.3740534095586608,-0.4916469779744805,0.08583305895343199,0.3304608238189974,0.15923289842595267,0.005121975660764852,-0.3815533097187981,-0.04204379419128462,0.48348676565531024,-0.19578857706374875,0.04061225931097692,0.35618583780897806,0.4272363062689781,-0.4255862049119862,0.38531431149734535,-0.0878633263176891,0.0
0.15905116925908677,0.4204937477716046,-0.27702702743612,-0.4910561378715525,0.1363244930190519,0.14656024009668175,0.3301088429307462,0.06853535613895846,0.0817751222772161,-0.18078207290461404,0.4515794126763714,0.13142332256949016,0.5224123357965619,0.04921083246747617,0.034561869856573786,0.23942392339661994,0.22119787396380353,0.35226382352405644,-0.31185524378022517,0.38649712426709754,-0.32422993702083946,-0.5030016679147374,-0.43698133024096414,0.3539838562018632,-0.4453931070521219,-0.03595017317144455,0.2066852852429147,-0.4777855083159474,0.29409038836626156,-0.2238926174392337,-0.25430236752248697,0.31113324507648554,0.0
0.48360715279644273,0.15631674679561253,0.16789696953611175,-0.15886962794032292,-0.5362806288507408,0.30667571325752685,0.010324706049220674,-0.2380064631190483,-0.23591466982903894,-0.44723352235991404,0.10839317278481873,-0.25903484107722946,0.5166612083152937,0.5118767553656696,-0.2438141020465726,-0.5394333219833357,0.1205516941508291,-0.12156172378866392,0.12797481035799116,0.3514187024012481,-0.41883415061178125,-0.003480958178177911,0.04598469642510219,0.20611803127818604,-0.4470737058433284,0.1071239950916513,-0.45868505267377474,-0.32041184099718983,-0.4259906914985536,0.29263300310444423,0.18025611221856125,0.0041389313467061,0.0
0.011702285447385025,-0.003987619869433947,-0.0023650251258973617,-0.017612580887360237,-0.025318203114982934,0.031160599305437152,0.02969060526989372,0.01789573977780114,-0.016275345017281794,-0.00014223588040024047,-0.02081495303899395,0.026207969077120065,0.0031367161078031925,0.025009825414472383,0.017057323792811583,0.017429863281564408,0.03153604430417078,-0.010881360617488914,-0.00823450792607323,-0.008742047383703997,-0.021884151398739067,-0.022736192693992973,-0.0024596914713681368,0.005536683001786915,0.014475498378101893,-0.00023689112206999388,-0.025822648143057295,0.013127559853366045,-0.02642663703417946,0.013015008554371635,0.020371318587335187,-0.007867582679024454,1.0
-0.18927940722874548,0.13826675739412056,0.09935413128693608,-0.09465119020504693,0.10305552687168029,-0.14165237757270066,-0.1567696523709684,0.15873979408077826,0.18319448292174034,0.057340510034213935,0.0019891473923270456,0.1873803777934337,-0.009079664461087036,0.06643893861419597,-0.12564181900406046,0.18635626843270836,-0.12873556156102806,-0.03457888833064106,0.035879081413908824,-0.1052870926290075,0.04564353419096855,-0.20590474276849705,0.014990678003237232,0.11572494813669831,-0.13255755981435827,0.09767732950860988,0.0578459527419406,-0.18424571549604837,-0.16612175727450737,-0.1253826002618448,-0.1875201451455361,0.1682331046322953,1.0
-0.17648542681663956,-0.1608141214068896,0.15964759955137509,0.20735062309567864,0.06810467741210598,0.047534951181052304,0.25074727422424986,0.27715838175048285,-0.07263606848881159,0.08389414056535241,0.2450445525960816,0.2858919478471744,-0.25470387366968444,0.16053188274484465,-0.20357695270969517,-0.20848074615323875,0.1076088895564285,0.17755989274708386,0.27190378817854377,0.14068382708669552,0.19174837307114442,0.1985825730723838,-0.2109222394114682,0.069992218359252,0.05158190700639197,0.06260741152653836,0.2626335762742466,0.22304161600703207,0.037124614974775975,-0.15314596844316034,-0.01097568321378712,0.20123697759891543,0.0
-0.029228387588151716,0.1342710396497175,-0.04182122792207284,0.04274165191686366,-0.10473292003931163,-0.02513307400979028,0.061082153426683015,-0.10118927271577417,0.0786641707686935,-0.02266074013782968,0.08176524565546898,0.10193562414747467,-0.02702920890589073,-0.019054319291146052,-0.0735028010291704,-0.10421181973735989,-0.05502959030271794,-0.06233113594268194,0.015431514674149544,-0.04191338589892232,0.054525447735128754,0.09097959311892152,-0.0561349785329652,0.12988310954328838,-0.08955633787771188,-0.0333746531830265,-0.09664636215177624,-0.03600348981827744,0.11207360883984142,0.03794998845504679,0.04006044373517659,0.11595997266655038,1.0
-0.08728171944024195,-0.1332508352824771,0.04733988820189164,0.10470906548053804,0.04805390038768958,-0.06954963389191526,-0.06329238443756494,0.01140344626893502,-0.01743188284406026,0.022428064832469376,-0.1239867473463584,-0.09607630707121256,-0.07483149375505146,0.00022604198887863806,0.06881375770700093,0.04328633849242845,0.011705343231827533,0.09184469524340093,-0.0961970467979968,-0.12012188595869562,0.07808536594447303,-0.024679735134245692,0.015221480840045456,-0.017220505086038566,-0.03671184324011304,-0.0575823491664658,0.09021248439900748,-0.09935449462153445,-0.10937337118113483,0.10506576865025703,0.12492296636919883,0.019768692581627393,1.0
-0.1066702132603931,0.28268230827164903,-0.39435600751718447,0.18726950672999074,-0.30704100911032484,-0.5067152622317708,0.4432399190279328,-0.26253184846748595,-0.10943994417454704,0.3436236922668541,-0.40037252751556796,-0.04159624644472977,0.21910273965329402,-0.0024757593266894608,0.32649767226497345,0.10371265965429094,0.07861080491542284,-0.4666741211823953,-0.21249882617482296,-0.36307021865532696,-0.19076560659030947,0.019107443080983465,0.2314862900444358,-0.5267343789134674,0.05846585516689954,-0.3329206082102663,-0.4459306084526826,0.34683748676589354,-0.5206047259171745,-0.19001185444033405,-0.01575739217366177,0.15034081583490136,0.0
